MLSNumber,ListPrice,ListingContractDate,County,YEAR,MONTH,MONTH_NAME
21672490,175000,2019-10-01,Johnson,2019,10,October
21673839,184900,2019-10-08,Johnson,2019,10,October
21671053,185000,2019-09-24,Johnson,2019,9,September
21659962,202000,2019-08-05,Johnson,2019,8,August
21650463,179900,2019-06-25,Johnson,2019,6,June
21665057,183900,2019-09-01,Johnson,2019,9,September
21682047,181900,2019-11-26,Johnson,2019,11,November
21663888,185000,2019-08-23,Johnson,2019,8,August
21660904,189500,2019-08-14,Johnson,2019,8,August
21652609,182900,2019-07-05,Johnson,2019,7,July
21649585,185000,2019-06-20,Johnson,2019,6,June
21665493,192900,2019-09-05,Johnson,2019,9,September
21661218,187000,2019-08-10,Johnson,2019,8,August
21671900,189999,2019-09-28,Johnson,2019,9,September
21645874,198900,2019-06-07,Johnson,2019,6,June
21679908,195000,2019-11-06,Johnson,2019,11,November
21665724,204900,2019-09-03,Johnson,2019,9,September
21659928,194900,2019-08-03,Johnson,2019,8,August
21656714,199900,2019-07-25,Johnson,2019,7,July
21655845,180000,2019-07-21,Johnson,2019,7,July
21645883,199900,2019-06-12,Johnson,2019,6,June
21644503,194000,2019-06-02,Johnson,2019,6,June
21655759,192900,2019-07-22,Johnson,2019,7,July
21666613,194900,2019-09-06,Johnson,2019,9,September
21680067,195000,2019-11-10,Johnson,2019,11,November
21674803,207750,2019-10-12,Johnson,2019,10,October
21658309,195000,2019-07-30,Johnson,2019,7,July
21654991,190000,2019-07-17,Johnson,2019,7,July
21649397,199900,2019-06-20,Johnson,2019,6,June
21662587,199900,2019-08-16,Johnson,2019,8,August
21656193,205900,2019-07-25,Johnson,2019,7,July
21651984,199000,2019-07-05,Johnson,2019,7,July
21666490,203000,2019-09-06,Johnson,2019,9,September
21660128,192000,2019-08-05,Johnson,2019,8,August
21653572,210000,2019-07-16,Johnson,2019,7,July
21673684,205000,2019-10-07,Johnson,2019,10,October
21661015,199000,2019-08-09,Johnson,2019,8,August
21658878,207900,2019-08-13,Johnson,2019,8,August
21645498,205000,2019-06-10,Johnson,2019,6,June
21656318,215000,2019-08-06,Johnson,2019,8,August
21655099,212900,2019-07-19,Johnson,2019,7,July
21650669,199000,2019-07-03,Johnson,2019,7,July
21649811,215000,2019-06-27,Johnson,2019,6,June
21658011,216000,2019-07-25,Johnson,2019,7,July
21647951,205000,2019-06-19,Johnson,2019,6,June
21655338,209900,2019-07-19,Johnson,2019,7,July
21670757,200000,2019-09-27,Johnson,2019,9,September
21663070,209900,2019-08-20,Johnson,2019,8,August
21647178,235000,2019-06-20,Johnson,2019,6,June
21651729,212000,2019-07-02,Johnson,2019,7,July
21644413,212000,2019-06-01,Johnson,2019,6,June
21663015,224500,2019-08-20,Johnson,2019,8,August
21659221,219900,2019-08-01,Johnson,2019,8,August
21654372,219900,2019-07-18,Johnson,2019,7,July
21654259,234900,2019-07-13,Johnson,2019,7,July
21652177,215000,2019-07-03,Johnson,2019,7,July
21651698,210000,2019-07-01,Johnson,2019,7,July
21640345,215000,2019-06-27,Johnson,2019,6,June
21651912,224900,2019-07-09,Johnson,2019,7,July
21684180,216200,2019-12-04,Johnson,2019,12,December
21680304,218900,2019-11-08,Johnson,2019,11,November
21644436,224900,2019-06-01,Johnson,2019,6,June
21675503,214900,2019-10-15,Johnson,2019,10,October
21652786,229900,2019-07-11,Johnson,2019,7,July
21680686,219900,2019-11-22,Johnson,2019,11,November
21676379,219900,2019-10-22,Johnson,2019,10,October
21659380,239900,2019-08-01,Johnson,2019,8,August
21655490,224000,2019-07-18,Johnson,2019,7,July
21658641,230000,2019-08-01,Johnson,2019,8,August
21660846,240000,2019-08-09,Johnson,2019,8,August
21660236,235000,2019-08-06,Johnson,2019,8,August
21645555,225000,2019-06-06,Johnson,2019,6,June
21660163,220000,2019-08-08,Johnson,2019,8,August
21648339,230000,2019-06-20,Johnson,2019,6,June
21661423,235000,2019-08-16,Johnson,2019,8,August
21672774,230000,2019-10-04,Johnson,2019,10,October
21647714,234900,2019-06-20,Johnson,2019,6,June
21667152,229900,2019-09-13,Johnson,2019,9,September
21655145,230000,2019-07-17,Johnson,2019,7,July
21652236,249900,2019-07-02,Johnson,2019,7,July
21651376,231900,2019-07-02,Johnson,2019,7,July
21665854,239900,2019-09-03,Johnson,2019,9,September
21654278,244900,2019-07-15,Johnson,2019,7,July
21681495,235000,2019-11-15,Johnson,2019,11,November
21666468,247500,2019-09-06,Johnson,2019,9,September
21653939,235000,2019-07-12,Johnson,2019,7,July
21649651,250000,2019-06-20,Johnson,2019,6,June
21649626,235000,2019-06-21,Johnson,2019,6,June
21661621,235000,2019-08-13,Johnson,2019,8,August
21664059,243000,2019-08-27,Johnson,2019,8,August
21653508,229900,2019-07-10,Johnson,2019,7,July
21645060,237500,2019-06-05,Johnson,2019,6,June
21649896,239900,2019-06-28,Johnson,2019,6,June
21653314,250000,2019-07-09,Johnson,2019,7,July
21663562,240000,2019-08-22,Johnson,2019,8,August
21662277,249900,2019-08-15,Johnson,2019,8,August
21644836,245000,2019-06-07,Johnson,2019,6,June
21657917,250000,2019-07-26,Johnson,2019,7,July
21665016,249900,2019-08-29,Johnson,2019,8,August
21654717,242900,2019-07-15,Johnson,2019,7,July
21665007,243000,2019-08-30,Johnson,2019,8,August
21665474,245000,2019-08-31,Johnson,2019,8,August
21658152,249900,2019-08-01,Johnson,2019,8,August
21656741,245000,2019-07-23,Johnson,2019,7,July
21656663,249900,2019-07-26,Johnson,2019,7,July
21646957,249000,2019-06-14,Johnson,2019,6,June
21646849,245000,2019-06-13,Johnson,2019,6,June
21647363,250000,2019-06-14,Johnson,2019,6,June
21645234,249900,2019-06-06,Johnson,2019,6,June
21655802,249900,2019-07-19,Johnson,2019,7,July
21670614,249900,2019-09-26,Johnson,2019,9,September
21671471,247900,2019-09-27,Johnson,2019,9,September
21675311,250000,2019-10-18,Johnson,2019,10,October
21662343,250000,2019-08-15,Johnson,2019,8,August
21655388,250000,2019-07-23,Johnson,2019,7,July
21671856,249900,2019-10-02,Johnson,2019,10,October
21673317,255000,2019-10-04,Johnson,2019,10,October
21656598,250000,2019-07-25,Johnson,2019,7,July
21678009,254900,2019-10-24,Johnson,2019,10,October
21685367,249075,2019-12-06,Johnson,2019,12,December
21671067,249900,2019-09-29,Johnson,2019,9,September
21652168,249900,2019-07-03,Johnson,2019,7,July
21651988,255000,2019-07-02,Johnson,2019,7,July
21647688,249900,2019-06-18,Johnson,2019,6,June
21666281,250000,2019-09-05,Johnson,2019,9,September
21658370,250000,2019-07-29,Johnson,2019,7,July
21645671,249900,2019-06-09,Johnson,2019,6,June
21645535,249000,2019-06-06,Johnson,2019,6,June
21649669,249900,2019-06-24,Johnson,2019,6,June
21681369,254900,2019-11-19,Johnson,2019,11,November
21656403,250000,2019-08-17,Johnson,2019,8,August
21658801,250000,2019-07-30,Johnson,2019,7,July
21663497,259900,2019-08-21,Johnson,2019,8,August
21661475,279900,2019-08-12,Johnson,2019,8,August
21649977,260000,2019-06-23,Johnson,2019,6,June
21646230,259000,2019-06-10,Johnson,2019,6,June
21645634,260000,2019-07-02,Johnson,2019,7,July
21649642,260000,2019-06-21,Johnson,2019,6,June
21673474,259900,2019-10-06,Johnson,2019,10,October
21685371,259872,2019-12-06,Johnson,2019,12,December
21657878,260000,2019-07-25,Johnson,2019,7,July
21655901,264900,2019-07-22,Johnson,2019,7,July
21652556,264900,2019-07-06,Johnson,2019,7,July
21685828,261744,2019-12-11,Johnson,2019,12,December
21681207,259900,2019-11-13,Johnson,2019,11,November
21652333,269380,2019-07-05,Johnson,2019,7,July
21645672,260000,2019-06-22,Johnson,2019,6,June
21650216,275000,2019-06-25,Johnson,2019,6,June
21677941,264900,2019-10-25,Johnson,2019,10,October
21674020,259900,2019-10-10,Johnson,2019,10,October
21652421,265000,2019-07-04,Johnson,2019,7,July
21653135,265000,2019-07-09,Johnson,2019,7,July
21650118,267000,2019-07-02,Johnson,2019,7,July
21664545,279999,2019-08-29,Johnson,2019,8,August
21646041,275000,2019-06-10,Johnson,2019,6,June
21645524,264900,2019-06-14,Johnson,2019,6,June
21645026,289900,2019-06-04,Johnson,2019,6,June
21644725,269000,2019-06-05,Johnson,2019,6,June
21660344,275000,2019-08-08,Johnson,2019,8,August
21655370,269900,2019-07-18,Johnson,2019,7,July
21661661,273675,2019-08-13,Johnson,2019,8,August
21656159,279900,2019-07-24,Johnson,2019,7,July
21672333,279900,2019-10-01,Johnson,2019,10,October
21664393,279900,2019-08-28,Johnson,2019,8,August
21661442,275000,2019-08-10,Johnson,2019,8,August
21658966,274900,2019-08-03,Johnson,2019,8,August
21656520,279900,2019-07-24,Johnson,2019,7,July
21651089,275000,2019-06-27,Johnson,2019,6,June
21647242,275000,2019-06-13,Johnson,2019,6,June
21670491,276813,2019-09-21,Johnson,2019,9,September
21683924,277000,2019-09-09,Johnson,2019,9,September
21655655,289900,2019-07-19,Johnson,2019,7,July
21655087,279900,2019-07-17,Johnson,2019,7,July
21676267,298000,2019-11-04,Johnson,2019,11,November
21656674,275000,2019-07-29,Johnson,2019,7,July
21655668,274800,2019-07-19,Johnson,2019,7,July
21653699,285000,2019-07-13,Johnson,2019,7,July
21645215,299000,2019-06-06,Johnson,2019,6,June
21675167,282603,2019-10-15,Johnson,2019,10,October
21658256,289000,2019-07-27,Johnson,2019,7,July
21652116,285000,2019-07-08,Johnson,2019,7,July
21649574,289000,2019-06-20,Johnson,2019,6,June
21680899,285000,2019-11-12,Johnson,2019,11,November
21667333,285000,2019-10-02,Johnson,2019,10,October
21665676,289900,2019-09-06,Johnson,2019,9,September
21668236,290000,2019-09-19,Johnson,2019,9,September
21665137,295000,2019-08-28,Johnson,2019,8,August
21653570,284933,2019-07-10,Johnson,2019,7,July
21665646,299900,2019-09-03,Johnson,2019,9,September
21660601,290000,2019-09-04,Johnson,2019,9,September
21649557,299000,2019-06-20,Johnson,2019,6,June
21655346,300000,2019-07-18,Johnson,2019,7,July
21645633,299000,2019-06-13,Johnson,2019,6,June
21680722,290002,2019-11-12,Johnson,2019,11,November
21656512,299900,2019-07-25,Johnson,2019,7,July
21645307,315000,2019-06-05,Johnson,2019,6,June
21670594,292497,2019-09-21,Johnson,2019,9,September
21648139,309900,2019-06-21,Johnson,2019,6,June
21654524,299900,2019-07-17,Johnson,2019,7,July
21675190,293442,2019-10-15,Johnson,2019,10,October
21663362,299000,2019-08-20,Johnson,2019,8,August
21670602,294448,2019-09-22,Johnson,2019,9,September
21667802,300000,2019-09-13,Johnson,2019,9,September
21655303,299380,2019-07-19,Johnson,2019,7,July
21661962,295300,2019-08-21,Johnson,2019,8,August
21672860,299900,2019-10-03,Johnson,2019,10,October
21666505,299900,2019-09-06,Johnson,2019,9,September
21650943,299485,2019-06-27,Johnson,2019,6,June
21650933,299485,2019-06-27,Johnson,2019,6,June
21670534,302049,2019-09-22,Johnson,2019,9,September
21655387,302003,2019-07-18,Johnson,2019,7,July
21653687,310185,2019-07-11,Johnson,2019,7,July
21666255,333795,2019-09-06,Johnson,2019,9,September
21683641,305000,2019-11-22,Johnson,2019,11,November
21645187,307570,2019-06-06,Johnson,2019,6,June
21647848,310000,2019-06-18,Johnson,2019,6,June
21655456,306144,2019-07-18,Johnson,2019,7,July
21655469,306184,2019-07-18,Johnson,2019,7,July
21668544,304990,2019-09-17,Johnson,2019,9,September
21663765,320000,2019-09-04,Johnson,2019,9,September
21663270,309900,2019-08-20,Johnson,2019,8,August
21660594,299900,2019-08-08,Johnson,2019,8,August
21655633,370000,2019-07-11,Johnson,2019,7,July
21670598,305625,2019-09-22,Johnson,2019,9,September
21660684,309000,2019-08-08,Johnson,2019,8,August
21648142,315000,2019-06-19,Johnson,2019,6,June
21659332,314000,2019-08-09,Johnson,2019,8,August
21662711,320000,2019-08-19,Johnson,2019,8,August
21655959,325000,2019-07-20,Johnson,2019,7,July
21654420,300000,2019-07-26,Johnson,2019,7,July
21652988,325000,2019-07-12,Johnson,2019,7,July
21670911,315054,2019-09-25,Johnson,2019,9,September
21660526,329005,2019-08-08,Johnson,2019,8,August
21661374,339900,2019-08-12,Johnson,2019,8,August
21676332,319900,2019-10-21,Johnson,2019,10,October
21662435,319900,2019-08-16,Johnson,2019,8,August
21670601,325482,2019-09-22,Johnson,2019,9,September
21658087,325990,2019-07-26,Johnson,2019,7,July
21656732,328500,2019-07-25,Johnson,2019,7,July
21654429,349900,2019-07-15,Johnson,2019,7,July
21653113,330000,2019-07-09,Johnson,2019,7,July
21652536,330000,2019-07-03,Johnson,2019,7,July
21650607,333000,2019-06-26,Johnson,2019,6,June
21650949,333175,2019-06-27,Johnson,2019,6,June
21647341,334775,2019-06-14,Johnson,2019,6,June
21647454,339999,2019-06-19,Johnson,2019,6,June
21646880,339900,2019-06-13,Johnson,2019,6,June
21647476,339900,2019-06-16,Johnson,2019,6,June
21678398,334500,2019-11-01,Johnson,2019,11,November
21648263,350000,2019-06-21,Johnson,2019,6,June
21666972,349900,2019-09-10,Johnson,2019,9,September
21664968,340000,2019-08-29,Johnson,2019,8,August
21646448,339900,2019-06-11,Johnson,2019,6,June
21662426,339900,2019-08-16,Johnson,2019,8,August
21659003,340455,2019-07-31,Johnson,2019,7,July
21648084,354900,2019-06-19,Johnson,2019,6,June
21653189,344900,2019-07-09,Johnson,2019,7,July
21655466,350000,2019-07-18,Johnson,2019,7,July
21655309,368165,2019-07-19,Johnson,2019,7,July
21664898,349900,2019-08-29,Johnson,2019,8,August
21661695,362865,2019-08-13,Johnson,2019,8,August
21661130,350000,2019-08-13,Johnson,2019,8,August
21644389,354900,2019-06-01,Johnson,2019,6,June
21655448,354000,2019-07-18,Johnson,2019,7,July
21659064,379900,2019-07-31,Johnson,2019,7,July
21651814,369900,2019-07-01,Johnson,2019,7,July
21674248,364900,2019-10-11,Johnson,2019,10,October
21647340,363475,2019-06-14,Johnson,2019,6,June
21645198,366070,2019-06-06,Johnson,2019,6,June
21653598,369900,2019-07-12,Johnson,2019,7,July
21658921,375000,2019-07-30,Johnson,2019,7,July
21653885,368375,2019-07-12,Johnson,2019,7,July
21644671,389000,2019-06-03,Johnson,2019,6,June
21654921,375000,2019-07-16,Johnson,2019,7,July
21665348,364905,2019-08-30,Johnson,2019,8,August
21653378,370000,2019-07-09,Johnson,2019,7,July
21656022,366085,2019-07-22,Johnson,2019,7,July
21640030,377500,2019-06-08,Johnson,2019,6,June
21667300,370000,2019-09-12,Johnson,2019,9,September
21652951,375000,2019-07-09,Johnson,2019,7,July
21672664,379900,2019-10-01,Johnson,2019,10,October
21651867,380000,2019-07-01,Johnson,2019,7,July
21650782,385000,2019-06-27,Johnson,2019,6,June
21644254,379900,2019-06-03,Johnson,2019,6,June
21644407,387900,2019-06-01,Johnson,2019,6,June
21650685,379900,2019-06-27,Johnson,2019,6,June
21656529,389900,2019-07-24,Johnson,2019,7,July
21656100,389000,2019-07-26,Johnson,2019,7,July
21646794,389900,2019-06-12,Johnson,2019,6,June
21663859,400000,2019-08-23,Johnson,2019,8,August
21655597,399500,2019-07-20,Johnson,2019,7,July
21659128,415000,2019-08-01,Johnson,2019,8,August
21675886,430000,2019-10-21,Johnson,2019,10,October
21675000,409000,2019-10-17,Johnson,2019,10,October
21673218,429900,2019-10-18,Johnson,2019,10,October
21649417,429900,2019-06-18,Johnson,2019,6,June
21680791,405500,2019-11-11,Johnson,2019,11,November
21671362,420000,2019-09-27,Johnson,2019,9,September
21661345,429900,2019-08-12,Johnson,2019,8,August
21667398,430000,2019-09-11,Johnson,2019,9,September
21665427,435900,2019-08-31,Johnson,2019,8,August
21650924,449655,2019-06-27,Johnson,2019,6,June
21646318,424900,2019-06-11,Johnson,2019,6,June
21644582,430000,2019-06-03,Johnson,2019,6,June
21687291,418522,2019-12-30,Johnson,2019,12,December
21683436,419180,2019-11-10,Johnson,2019,11,November
21644475,429900,2019-06-03,Johnson,2019,6,June
21645065,425000,2019-06-04,Johnson,2019,6,June
21645730,422500,2019-06-07,Johnson,2019,6,June
21666555,423168,2019-09-11,Johnson,2019,9,September
21676742,424900,2019-10-24,Johnson,2019,10,October
21664437,425000,2019-09-04,Johnson,2019,9,September
21666558,425000,2019-09-06,Johnson,2019,9,September
21666342,439900,2019-09-04,Johnson,2019,9,September
21666196,439900,2019-09-27,Johnson,2019,9,September
21651518,450000,2019-07-10,Johnson,2019,7,July
21647424,449000,2019-06-14,Johnson,2019,6,June
21645864,449900,2019-06-07,Johnson,2019,6,June
21652307,449000,2019-07-03,Johnson,2019,7,July
21645340,450000,2019-06-07,Johnson,2019,6,June
21651471,453710,2019-06-29,Johnson,2019,6,June
21652391,449000,2019-07-05,Johnson,2019,7,July
21660075,450000,2019-08-05,Johnson,2019,8,August
21646420,459900,2019-06-11,Johnson,2019,6,June
21663617,469900,2019-08-22,Johnson,2019,8,August
21674321,475000,2019-10-10,Johnson,2019,10,October
21681750,469900,2019-11-17,Johnson,2019,11,November
21650343,489900,2019-06-25,Johnson,2019,6,June
21655298,489270,2019-07-19,Johnson,2019,7,July
21686070,490000,2019-08-21,Johnson,2019,8,August
21670139,497000,2019-09-19,Johnson,2019,9,September
21673316,499000,2019-10-07,Johnson,2019,10,October
21651163,502041,2019-06-27,Johnson,2019,6,June
21661853,519000,2019-08-13,Johnson,2019,8,August
21668119,549000,2019-09-15,Johnson,2019,9,September
21680821,530440,2019-11-11,Johnson,2019,11,November
21670036,545900,2019-09-25,Johnson,2019,9,September
21672444,545000,2019-10-09,Johnson,2019,10,October
21679338,540000,2019-11-01,Johnson,2019,11,November
21656348,559900,2019-07-27,Johnson,2019,7,July
21672298,556343,2019-09-30,Johnson,2019,9,September
21667236,557238,2019-09-10,Johnson,2019,9,September
21680935,599900,2019-11-12,Johnson,2019,11,November
21668604,600000,2019-09-17,Johnson,2019,9,September
21648211,599900,2019-07-05,Johnson,2019,7,July
21672800,660000,2019-10-01,Johnson,2019,10,October
21644871,699900,2019-06-04,Johnson,2019,6,June
21657937,689000,2019-07-26,Johnson,2019,7,July
21642226,859900,2019-06-03,Johnson,2019,6,June
21660828,969900,2019-08-23,Johnson,2019,8,August
21660294,1290000,2019-08-22,Johnson,2019,8,August
21663852,69900,2019-08-22,Johnson,2019,8,August
21651439,99500,2019-06-28,Johnson,2019,6,June
21648112,62000,2019-06-19,Johnson,2019,6,June
21663960,65000,2019-08-23,Johnson,2019,8,August
21644346,75000,2019-06-01,Johnson,2019,6,June
21684635,85000,2019-12-03,Johnson,2019,12,December
21656007,77000,2019-07-22,Johnson,2019,7,July
21666120,79900,2019-10-04,Johnson,2019,10,October
21645954,90000,2019-06-08,Johnson,2019,6,June
21652364,85000,2019-07-03,Johnson,2019,7,July
21680214,85000,2019-11-13,Johnson,2019,11,November
21644222,85000,2019-06-03,Johnson,2019,6,June
21672605,95000,2019-10-01,Johnson,2019,10,October
21674675,87000,2019-10-14,Johnson,2019,10,October
21667052,87000,2019-09-09,Johnson,2019,9,September
21659232,97000,2019-08-01,Johnson,2019,8,August
21658930,89900,2019-07-30,Johnson,2019,7,July
21644859,89900,2019-06-03,Johnson,2019,6,June
21645317,80000,2019-06-05,Johnson,2019,6,June
21668514,105000,2019-09-17,Johnson,2019,9,September
21682113,105900,2019-11-19,Johnson,2019,11,November
21657915,104900,2019-08-03,Johnson,2019,8,August
21645412,99900,2019-06-06,Johnson,2019,6,June
21652435,98000,2019-07-27,Johnson,2019,7,July
21664363,99900,2019-08-26,Johnson,2019,8,August
21671037,129900,2019-09-24,Johnson,2019,9,September
21680695,125000,2019-11-11,Johnson,2019,11,November
21665082,104900,2019-08-29,Johnson,2019,8,August
21650372,106700,2019-06-25,Johnson,2019,6,June
21652660,112500,2019-07-08,Johnson,2019,7,July
21664535,109500,2019-08-27,Johnson,2019,8,August
21665874,109900,2019-09-04,Johnson,2019,9,September
21666447,107500,2019-09-05,Johnson,2019,9,September
21680834,110000,2019-11-22,Johnson,2019,11,November
21663083,110000,2019-08-20,Johnson,2019,8,August
21666386,119900,2019-09-10,Johnson,2019,9,September
21680618,130900,2019-11-08,Johnson,2019,11,November
21674457,115000,2019-10-10,Johnson,2019,10,October
21674399,115000,2019-10-10,Johnson,2019,10,October
21649692,124900,2019-06-21,Johnson,2019,6,June
21675746,110000,2019-10-17,Johnson,2019,10,October
21664709,120000,2019-08-29,Johnson,2019,8,August
21676426,123900,2019-10-19,Johnson,2019,10,October
21655583,120000,2019-07-19,Johnson,2019,7,July
21683607,119900,2019-11-22,Johnson,2019,11,November
21678271,119700,2019-10-24,Johnson,2019,10,October
21679695,119900,2019-11-04,Johnson,2019,11,November
21673470,119000,2019-10-06,Johnson,2019,10,October
21679806,124900,2019-11-04,Johnson,2019,11,November
21675370,122000,2019-10-16,Johnson,2019,10,October
21674938,121000,2019-10-14,Johnson,2019,10,October
21666742,120000,2019-09-07,Johnson,2019,9,September
21661001,119900,2019-08-09,Johnson,2019,8,August
21645487,125000,2019-06-06,Johnson,2019,6,June
21670532,121900,2019-09-27,Johnson,2019,9,September
21659496,127000,2019-08-01,Johnson,2019,8,August
21658686,124500,2019-07-30,Johnson,2019,7,July
21645245,119900,2019-06-06,Johnson,2019,6,June
21666747,122500,2019-09-05,Johnson,2019,9,September
21655640,119900,2019-07-19,Johnson,2019,7,July
21670274,125000,2019-09-20,Johnson,2019,9,September
21658594,120000,2019-08-03,Johnson,2019,8,August
21681334,124900,2019-11-22,Johnson,2019,11,November
21679058,124900,2019-10-31,Johnson,2019,10,October
21653030,124900,2019-07-08,Johnson,2019,7,July
21667431,125000,2019-09-11,Johnson,2019,9,September
21661674,125000,2019-08-14,Johnson,2019,8,August
21661628,140000,2019-08-13,Johnson,2019,8,August
21658967,117000,2019-07-30,Johnson,2019,7,July
21647952,125000,2019-06-20,Johnson,2019,6,June
21647473,145000,2019-06-15,Johnson,2019,6,June
21682027,125500,2019-11-19,Johnson,2019,11,November
21664457,129900,2019-08-28,Johnson,2019,8,August
21659504,122900,2019-08-03,Johnson,2019,8,August
21645220,130000,2019-06-05,Johnson,2019,6,June
21656095,125000,2019-07-22,Johnson,2019,7,July
21679274,125000,2019-11-02,Johnson,2019,11,November
21647909,135000,2019-06-18,Johnson,2019,6,June
21647191,130000,2019-06-21,Johnson,2019,6,June
21664664,139900,2019-08-27,Johnson,2019,8,August
21661317,135000,2019-08-13,Johnson,2019,8,August
21659565,135000,2019-08-01,Johnson,2019,8,August
21668736,127900,2019-09-18,Johnson,2019,9,September
21654337,128000,2019-07-13,Johnson,2019,7,July
21678440,129000,2019-10-29,Johnson,2019,10,October
21674310,133000,2019-10-09,Johnson,2019,10,October
21679759,129900,2019-11-05,Johnson,2019,11,November
