MLSNumber,ListPrice,ListingContractDate,County,YEAR,MONTH,MONTH_NAME
21725762,92500,2020-07-20,Marion,2020,7,July
21725442,120000,2020-07-17,Marion,2020,7,July
21722882,110000,2020-07-08,Marion,2020,7,July
21722134,115000,2020-06-30,Marion,2020,6,June
21720179,129000,2020-06-20,Marion,2020,6,June
21728881,130000,2020-07-31,Marion,2020,7,July
21724696,124900,2020-07-13,Marion,2020,7,July
21719591,129900,2020-06-19,Marion,2020,6,June
21719227,125000,2020-06-15,Marion,2020,6,June
21722019,132000,2020-07-01,Marion,2020,7,July
21720590,124900,2020-06-23,Marion,2020,6,June
21715895,127500,2020-06-03,Marion,2020,6,June
21720842,127995,2020-06-24,Marion,2020,6,June
21719598,120000,2020-06-18,Marion,2020,6,June
21718918,130000,2020-06-15,Marion,2020,6,June
21721101,134900,2020-06-28,Marion,2020,6,June
21729721,135000,2020-08-03,Marion,2020,8,August
21722983,135000,2020-07-05,Marion,2020,7,July
21721325,139900,2020-06-27,Marion,2020,6,June
21710887,149900,2020-06-01,Marion,2020,6,June
21718652,140000,2020-06-12,Marion,2020,6,June
21722139,145000,2020-06-30,Marion,2020,6,June
21721266,145000,2020-06-25,Marion,2020,6,June
21719692,145000,2020-06-17,Marion,2020,6,June
21718420,146000,2020-06-10,Marion,2020,6,June
21715738,150000,2020-06-02,Marion,2020,6,June
21715545,149900,2020-06-01,Marion,2020,6,June
21729433,170000,2020-08-01,Marion,2020,8,August
21728242,160000,2020-07-27,Marion,2020,7,July
21723075,150000,2020-07-06,Marion,2020,7,July
21722768,150000,2020-07-06,Marion,2020,7,July
21715420,151000,2020-06-08,Marion,2020,6,June
21724749,151000,2020-07-14,Marion,2020,7,July
21719205,152500,2020-07-06,Marion,2020,7,July
21724268,165000,2020-07-10,Marion,2020,7,July
21722724,140000,2020-07-03,Marion,2020,7,July
21723078,155000,2020-07-07,Marion,2020,7,July
21719342,159900,2020-06-16,Marion,2020,6,June
21722735,155900,2020-07-03,Marion,2020,7,July
21724059,154900,2020-07-10,Marion,2020,7,July
21716737,158000,2020-06-08,Marion,2020,6,June
21711167,155000,2020-07-07,Marion,2020,7,July
21720485,165000,2020-06-23,Marion,2020,6,June
21722036,159900,2020-06-30,Marion,2020,6,June
21725797,168000,2020-06-19,Marion,2020,6,June
21722950,184900,2020-07-06,Marion,2020,7,July
21715809,155000,2020-06-03,Marion,2020,6,June
21723855,154000,2020-07-10,Marion,2020,7,July
21716604,159900,2020-06-07,Marion,2020,6,June
21720802,165000,2020-06-23,Marion,2020,6,June
21716651,162000,2020-06-08,Marion,2020,6,June
21716574,180000,2020-06-07,Marion,2020,6,June
21716079,172500,2020-06-04,Marion,2020,6,June
21716246,179000,2020-06-05,Marion,2020,6,June
21715248,159900,2020-06-01,Marion,2020,6,June
21718364,187500,2020-06-10,Marion,2020,6,June
21724677,169900,2020-07-13,Marion,2020,7,July
21721283,169900,2020-06-25,Marion,2020,6,June
21717060,159000,2020-06-09,Marion,2020,6,June
21716205,169900,2020-06-04,Marion,2020,6,June
21720815,173000,2020-06-24,Marion,2020,6,June
21719256,179900,2020-06-17,Marion,2020,6,June
21720952,169000,2020-06-24,Marion,2020,6,June
21718745,155000,2020-06-15,Marion,2020,6,June
21716411,172900,2020-06-04,Marion,2020,6,June
21722190,169900,2020-07-20,Marion,2020,7,July
21715906,169900,2020-06-03,Marion,2020,6,June
21709945,172000,2020-06-03,Marion,2020,6,June
21726115,169900,2020-07-23,Marion,2020,7,July
21727603,174900,2020-07-23,Marion,2020,7,July
21732042,175000,2020-08-14,Marion,2020,8,August
21723620,185000,2020-07-11,Marion,2020,7,July
21720682,175000,2020-06-22,Marion,2020,6,June
21719323,160000,2020-06-17,Marion,2020,6,June
21719218,175000,2020-06-15,Marion,2020,6,June
21718533,169000,2020-06-12,Marion,2020,6,June
21711961,164500,2020-06-03,Marion,2020,6,June
21723128,174990,2020-07-06,Marion,2020,7,July
21721694,185000,2020-06-29,Marion,2020,6,June
21716399,170000,2020-06-07,Marion,2020,6,June
21719377,174900,2020-06-16,Marion,2020,6,June
21720567,172500,2020-06-23,Marion,2020,6,June
21725330,180000,2020-07-17,Marion,2020,7,July
21724133,184900,2020-07-10,Marion,2020,7,July
21723497,169900,2020-07-07,Marion,2020,7,July
21728006,189900,2020-07-24,Marion,2020,7,July
21727911,185900,2020-07-25,Marion,2020,7,July
21724773,180000,2020-07-29,Marion,2020,7,July
21722967,185000,2020-07-05,Marion,2020,7,July
21721677,179999,2020-06-28,Marion,2020,6,June
21719292,179900,2020-06-16,Marion,2020,6,June
21719085,172000,2020-06-18,Marion,2020,6,June
21718724,170000,2020-06-24,Marion,2020,6,June
21716548,179900,2020-06-07,Marion,2020,6,June
21716091,174000,2020-06-04,Marion,2020,6,June
21723851,177000,2020-07-09,Marion,2020,7,July
21719648,182000,2020-06-18,Marion,2020,6,June
21723228,184900,2020-07-07,Marion,2020,7,July
21732227,184900,2020-08-13,Marion,2020,8,August
21720595,184900,2020-06-22,Marion,2020,6,June
21719704,184900,2020-06-17,Marion,2020,6,June
21725886,179900,2020-07-20,Marion,2020,7,July
21723961,184900,2020-07-09,Marion,2020,7,July
21723535,185000,2020-07-14,Marion,2020,7,July
21720759,170000,2020-06-24,Marion,2020,6,June
21719067,179900,2020-06-26,Marion,2020,6,June
21716343,180000,2020-06-13,Marion,2020,6,June
21716105,195000,2020-06-03,Marion,2020,6,June
21715829,194000,2020-06-03,Marion,2020,6,June
21711075,179900,2020-06-23,Marion,2020,6,June
21722177,187500,2020-06-30,Marion,2020,6,June
21723520,179900,2020-07-07,Marion,2020,7,July
21719975,195000,2020-06-19,Marion,2020,6,June
21716931,175000,2020-06-09,Marion,2020,6,June
21721709,210000,2020-06-28,Marion,2020,6,June
21715748,180000,2020-06-02,Marion,2020,6,June
21720934,194900,2020-06-25,Marion,2020,6,June
21720137,200000,2020-06-19,Marion,2020,6,June
21726503,192800,2020-07-23,Marion,2020,7,July
21722410,195000,2020-06-29,Marion,2020,6,June
21724075,209500,2020-07-10,Marion,2020,7,July
21720882,189000,2020-06-24,Marion,2020,6,June
21720638,195000,2020-06-23,Marion,2020,6,June
21716415,199000,2020-06-14,Marion,2020,6,June
21719468,190000,2020-06-17,Marion,2020,6,June
21716208,205000,2020-06-05,Marion,2020,6,June
21731836,197000,2020-08-13,Marion,2020,8,August
21720881,193000,2020-06-24,Marion,2020,6,June
21716672,197000,2020-06-06,Marion,2020,6,June
21715236,200000,2020-06-02,Marion,2020,6,June
21727993,199500,2020-07-24,Marion,2020,7,July
21729130,199900,2020-07-31,Marion,2020,7,July
21710755,199900,2020-06-03,Marion,2020,6,June
21726032,195000,2020-07-21,Marion,2020,7,July
21723493,200000,2020-07-07,Marion,2020,7,July
21719776,189900,2020-06-18,Marion,2020,6,June
21719366,200000,2020-06-10,Marion,2020,6,June
21719167,200000,2020-06-12,Marion,2020,6,June
21718617,189900,2020-07-10,Marion,2020,7,July
21717010,195000,2020-06-11,Marion,2020,6,June
21722909,204900,2020-07-10,Marion,2020,7,July
21719464,205000,2020-06-17,Marion,2020,6,June
21718800,195000,2020-06-19,Marion,2020,6,June
21718555,215000,2020-06-16,Marion,2020,6,June
21724172,205000,2020-07-10,Marion,2020,7,July
21724015,204000,2020-07-16,Marion,2020,7,July
21720764,219900,2020-06-25,Marion,2020,6,June
21720627,240000,2020-06-23,Marion,2020,6,June
21716709,220000,2020-06-11,Marion,2020,6,June
21720461,215000,2020-06-22,Marion,2020,6,June
21716388,209900,2020-06-05,Marion,2020,6,June
21718322,215000,2020-06-12,Marion,2020,6,June
21725103,225000,2020-07-15,Marion,2020,7,July
21721645,244900,2020-06-28,Marion,2020,6,June
21756869,225000,2020-06-04,Marion,2020,6,June
21724395,210000,2020-07-31,Marion,2020,7,July
21723930,226000,2020-07-09,Marion,2020,7,July
21720189,224000,2020-06-23,Marion,2020,6,June
21722965,235000,2020-07-04,Marion,2020,7,July
21725828,225000,2020-07-20,Marion,2020,7,July
21724881,235000,2020-07-14,Marion,2020,7,July
21722275,244900,2020-07-01,Marion,2020,7,July
21719017,240000,2020-06-15,Marion,2020,6,June
21706065,229900,2020-06-06,Marion,2020,6,June
21722267,249900,2020-06-30,Marion,2020,6,June
21722926,244900,2020-07-03,Marion,2020,7,July
21718970,249900,2020-06-16,Marion,2020,6,June
21724411,249900,2020-07-13,Marion,2020,7,July
21725408,250000,2020-07-15,Marion,2020,7,July
21721854,235000,2020-07-01,Marion,2020,7,July
21719451,254900,2020-07-09,Marion,2020,7,July
21724813,255000,2020-07-15,Marion,2020,7,July
21723231,259900,2020-07-07,Marion,2020,7,July
21726332,259900,2020-07-22,Marion,2020,7,July
21716855,268900,2020-06-09,Marion,2020,6,June
21721058,259500,2020-06-25,Marion,2020,6,June
21724745,259900,2020-07-28,Marion,2020,7,July
21716894,268000,2020-06-10,Marion,2020,6,June
21715023,260000,2020-06-01,Marion,2020,6,June
21724274,259000,2020-07-10,Marion,2020,7,July
21725596,270000,2020-07-17,Marion,2020,7,July
21721496,278900,2020-06-26,Marion,2020,6,June
21721378,269900,2020-06-26,Marion,2020,6,June
21728265,274900,2020-07-28,Marion,2020,7,July
21721550,282500,2020-06-26,Marion,2020,6,June
21719734,275000,2020-06-18,Marion,2020,6,June
21722611,279000,2020-07-02,Marion,2020,7,July
21716680,285000,2020-06-08,Marion,2020,6,June
21726009,275000,2020-07-21,Marion,2020,7,July
21724878,274900,2020-07-17,Marion,2020,7,July
21720855,290000,2020-06-24,Marion,2020,6,June
21719493,298000,2020-06-17,Marion,2020,6,June
21714960,299900,2020-06-05,Marion,2020,6,June
21724110,289900,2020-07-16,Marion,2020,7,July
21722563,315000,2020-07-01,Marion,2020,7,July
21715470,329900,2020-06-01,Marion,2020,6,June
21714987,325000,2020-06-02,Marion,2020,6,June
21730209,365000,2020-08-10,Marion,2020,8,August
21717059,374900,2020-06-18,Marion,2020,6,June
21719542,439900,2020-06-22,Marion,2020,6,June
21723243,675000,2020-07-07,Marion,2020,7,July
21718289,58000,2020-06-10,Marion,2020,6,June
21718312,84900,2020-06-10,Marion,2020,6,June
21720220,78900,2020-06-20,Marion,2020,6,June
21721569,129900,2020-06-26,Marion,2020,6,June
21720187,135000,2020-06-20,Marion,2020,6,June
21723525,132500,2020-07-09,Marion,2020,7,July
21718390,135000,2020-06-11,Marion,2020,6,June
21716884,125000,2020-06-10,Marion,2020,6,June
21722982,145000,2020-07-05,Marion,2020,7,July
21716224,135000,2020-06-06,Marion,2020,6,June
21726237,132900,2020-07-22,Marion,2020,7,July
21725817,159000,2020-07-20,Marion,2020,7,July
21726120,142000,2020-07-31,Marion,2020,7,July
21725854,153000,2020-07-18,Marion,2020,7,July
21718559,144900,2020-06-15,Marion,2020,6,June
21719212,149900,2020-06-15,Marion,2020,6,June
21715787,150000,2020-06-03,Marion,2020,6,June
21720472,154900,2020-06-23,Marion,2020,6,June
21714681,155000,2020-06-01,Marion,2020,6,June
21729251,164900,2020-07-31,Marion,2020,7,July
21718586,159000,2020-06-12,Marion,2020,6,June
21720805,159900,2020-06-23,Marion,2020,6,June
21725378,160000,2020-07-16,Marion,2020,7,July
21720801,165000,2020-06-23,Marion,2020,6,June
21716480,160000,2020-06-05,Marion,2020,6,June
21714913,165000,2020-06-01,Marion,2020,6,June
21720849,155000,2020-06-24,Marion,2020,6,June
21721766,170000,2020-06-29,Marion,2020,6,June
21722314,169900,2020-07-01,Marion,2020,7,July
21725008,165000,2020-07-14,Marion,2020,7,July
21720633,169990,2020-06-26,Marion,2020,6,June
21720196,175000,2020-06-20,Marion,2020,6,June
21719505,174500,2020-06-17,Marion,2020,6,June
21719296,185000,2020-06-16,Marion,2020,6,June
21717007,170000,2020-06-09,Marion,2020,6,June
21720378,165000,2020-06-26,Marion,2020,6,June
21727764,170000,2020-07-23,Marion,2020,7,July
21723462,173500,2020-07-05,Marion,2020,7,July
21721237,174900,2020-06-25,Marion,2020,6,June
21721121,175000,2020-06-26,Marion,2020,6,June
21719361,170000,2020-06-19,Marion,2020,6,June
21708289,170000,2020-06-20,Marion,2020,6,June
21716010,185000,2020-06-03,Marion,2020,6,June
21718990,173500,2020-06-14,Marion,2020,6,June
21724823,181900,2020-07-14,Marion,2020,7,July
21720751,172000,2020-06-30,Marion,2020,6,June
21728139,179900,2020-07-27,Marion,2020,7,July
21720954,188500,2020-06-25,Marion,2020,6,June
21725349,178500,2020-07-17,Marion,2020,7,July
21718580,189000,2020-06-14,Marion,2020,6,June
21718260,189000,2020-06-10,Marion,2020,6,June
21712253,180000,2020-06-04,Marion,2020,6,June
21728891,185000,2020-07-31,Marion,2020,7,July
21723065,185000,2020-07-09,Marion,2020,7,July
21721091,189900,2020-06-27,Marion,2020,6,June
21725067,199900,2020-07-15,Marion,2020,7,July
21729407,195000,2020-08-01,Marion,2020,8,August
21722875,195000,2020-07-05,Marion,2020,7,July
21721359,199900,2020-06-26,Marion,2020,6,June
21718979,189900,2020-06-14,Marion,2020,6,June
21720185,225000,2020-06-20,Marion,2020,6,June
21715286,197500,2020-06-02,Marion,2020,6,June
21722936,207000,2020-07-04,Marion,2020,7,July
21723442,207061,2020-06-22,Marion,2020,6,June
21718615,189900,2020-06-12,Marion,2020,6,June
21719108,220000,2020-06-15,Marion,2020,6,June
21716494,230000,2020-06-06,Marion,2020,6,June
21727907,215000,2020-07-24,Marion,2020,7,July
21719010,230000,2020-06-15,Marion,2020,6,June
21725791,249900,2020-07-20,Marion,2020,7,July
21723753,222500,2020-07-10,Marion,2020,7,July
21716057,299900,2020-06-04,Marion,2020,6,June
21721345,265000,2020-06-26,Marion,2020,6,June
21726249,280000,2020-07-23,Marion,2020,7,July
21716457,319900,2020-06-06,Marion,2020,6,June
21716696,25000,2020-06-08,Marion,2020,6,June
21722858,30000,2020-07-03,Marion,2020,7,July
21723615,45000,2020-07-08,Marion,2020,7,July
21724452,39900,2020-07-13,Marion,2020,7,July
21715575,41900,2020-06-02,Marion,2020,6,June
21718482,35000,2020-06-12,Marion,2020,6,June
21715819,38900,2020-06-03,Marion,2020,6,June
21723524,38000,2020-07-07,Marion,2020,7,July
21725157,39000,2020-07-16,Marion,2020,7,July
21715890,46500,2020-06-04,Marion,2020,6,June
21721956,50000,2020-06-29,Marion,2020,6,June
21718304,45000,2020-06-10,Marion,2020,6,June
21729252,35900,2020-07-31,Marion,2020,7,July
21720304,46900,2020-06-22,Marion,2020,6,June
21715464,55000,2020-06-01,Marion,2020,6,June
21719050,55000,2020-06-15,Marion,2020,6,June
21718214,61900,2020-06-10,Marion,2020,6,June
21729723,53000,2020-08-03,Marion,2020,8,August
21728381,53000,2020-07-24,Marion,2020,7,July
21728000,58400,2020-07-24,Marion,2020,7,July
21710524,39000,2020-06-15,Marion,2020,6,June
21720093,56900,2020-06-24,Marion,2020,6,June
21719981,58000,2020-06-19,Marion,2020,6,June
21724772,59500,2020-07-14,Marion,2020,7,July
21727844,60000,2020-06-11,Marion,2020,6,June
21719630,70000,2020-06-27,Marion,2020,6,June
21730707,65000,2020-08-07,Marion,2020,8,August
21720601,69900,2020-06-23,Marion,2020,6,June
21723773,75000,2020-07-08,Marion,2020,7,July
21718635,65000,2020-06-12,Marion,2020,6,June
21723195,74900,2020-07-07,Marion,2020,7,July
21718466,74900,2020-06-11,Marion,2020,6,June
21729954,80000,2020-08-04,Marion,2020,8,August
21716728,74900,2020-06-20,Marion,2020,6,June
21716366,79900,2020-06-05,Marion,2020,6,June
21715455,70000,2020-06-01,Marion,2020,6,June
21721215,89900,2020-06-26,Marion,2020,6,June
21715165,84900,2020-06-10,Marion,2020,6,June
21716528,89900,2020-06-08,Marion,2020,6,June
21721775,85000,2020-07-02,Marion,2020,7,July
21720320,77900,2020-06-22,Marion,2020,6,June
21716016,94900,2020-06-04,Marion,2020,6,June
21717115,96000,2020-06-09,Marion,2020,6,June
21730338,105000,2020-08-06,Marion,2020,8,August
21721100,94999,2020-06-25,Marion,2020,6,June
21723483,94900,2020-07-08,Marion,2020,7,July
21724126,80000,2020-07-10,Marion,2020,7,July
21719636,105000,2020-07-08,Marion,2020,7,July
21725465,96400,2020-07-17,Marion,2020,7,July
21721883,104700,2020-07-02,Marion,2020,7,July
21723031,105000,2020-07-05,Marion,2020,7,July
21722972,109000,2020-07-05,Marion,2020,7,July
21723816,110000,2020-07-08,Marion,2020,7,July
21723399,120000,2020-07-08,Marion,2020,7,July
21722485,110000,2020-07-01,Marion,2020,7,July
21722430,112000,2020-07-01,Marion,2020,7,July
21709053,109000,2020-06-02,Marion,2020,6,June
21716632,110000,2020-06-07,Marion,2020,6,June
21712612,115000,2020-07-01,Marion,2020,7,July
21714742,116900,2020-06-02,Marion,2020,6,June
21716740,115000,2020-06-08,Marion,2020,6,June
21719264,116000,2020-06-16,Marion,2020,6,June
21726141,130000,2020-07-21,Marion,2020,7,July
21722913,128500,2020-07-03,Marion,2020,7,July
21721770,115000,2020-06-30,Marion,2020,6,June
21716068,124900,2020-06-04,Marion,2020,6,June
21715663,119900,2020-06-02,Marion,2020,6,June
21715577,130000,2020-06-06,Marion,2020,6,June
21718923,115000,2020-06-19,Marion,2020,6,June
21719541,120000,2020-06-17,Marion,2020,6,June
21723072,129900,2020-07-04,Marion,2020,7,July
21722351,125000,2020-07-02,Marion,2020,7,July
21721566,105000,2020-06-30,Marion,2020,6,June
21719833,125000,2020-06-18,Marion,2020,6,June
21720550,127500,2020-06-25,Marion,2020,6,June
21720956,129900,2020-06-24,Marion,2020,6,June
21720771,132500,2020-06-23,Marion,2020,6,June
21728163,132500,2020-07-27,Marion,2020,7,July
21729351,130000,2020-07-30,Marion,2020,7,July
21724923,129900,2020-07-15,Marion,2020,7,July
21723218,130000,2020-07-10,Marion,2020,7,July
21728332,130000,2020-07-30,Marion,2020,7,July
21716300,132900,2020-06-05,Marion,2020,6,June
21719973,135000,2020-06-19,Marion,2020,6,June
21717073,135000,2020-06-11,Marion,2020,6,June
21721090,136000,2020-06-26,Marion,2020,6,June
21719482,140000,2020-06-16,Marion,2020,6,June
21716865,149900,2020-06-08,Marion,2020,6,June
21725667,140000,2020-07-18,Marion,2020,7,July
21718726,148000,2020-06-12,Marion,2020,6,June
21725652,145000,2020-07-18,Marion,2020,7,July
21723532,139900,2020-07-08,Marion,2020,7,July
21716509,134900,2020-06-17,Marion,2020,6,June
21712457,149900,2020-06-19,Marion,2020,6,June
21707694,135000,2020-06-02,Marion,2020,6,June
21721264,139900,2020-07-03,Marion,2020,7,July
21718186,147000,2020-06-10,Marion,2020,6,June
21722818,135000,2020-07-03,Marion,2020,7,July
21725265,138000,2020-07-17,Marion,2020,7,July
21715628,155000,2020-06-02,Marion,2020,6,June
21725153,149000,2020-07-20,Marion,2020,7,July
21716360,159000,2020-06-05,Marion,2020,6,June
21716310,149900,2020-06-07,Marion,2020,6,June
21727709,150000,2020-07-23,Marion,2020,7,July
21719819,169000,2020-06-18,Marion,2020,6,June
21719790,149000,2020-06-18,Marion,2020,6,June
21720464,144000,2020-06-23,Marion,2020,6,June
21723282,149900,2020-07-07,Marion,2020,7,July
21724529,149900,2020-07-15,Marion,2020,7,July
21720364,155000,2020-06-19,Marion,2020,6,June
21725452,155000,2020-07-15,Marion,2020,7,July
21722043,150000,2020-07-01,Marion,2020,7,July
21728757,155000,2020-07-29,Marion,2020,7,July
21716708,160000,2020-06-09,Marion,2020,6,June
21716495,155000,2020-06-06,Marion,2020,6,June
21715944,155500,2020-06-03,Marion,2020,6,June
21716078,164900,2020-06-05,Marion,2020,6,June
21716871,155000,2020-06-09,Marion,2020,6,June
21710207,164900,2020-06-06,Marion,2020,6,June
21728670,160000,2020-07-29,Marion,2020,7,July
21718832,158000,2020-06-13,Marion,2020,6,June
21716279,160000,2020-06-05,Marion,2020,6,June
21719042,160000,2020-06-16,Marion,2020,6,June
21716992,159000,2020-06-19,Marion,2020,6,June
21729242,165000,2020-07-31,Marion,2020,7,July
21721341,165000,2020-06-27,Marion,2020,6,June
21722369,165750,2020-07-01,Marion,2020,7,July
21722976,170450,2020-07-04,Marion,2020,7,July
21722803,159900,2020-07-06,Marion,2020,7,July
21722124,179000,2020-07-01,Marion,2020,7,July
21716066,170000,2020-06-04,Marion,2020,6,June
21721525,171500,2020-07-27,Marion,2020,7,July
21719771,165000,2020-06-18,Marion,2020,6,June
21724802,164997,2020-07-17,Marion,2020,7,July
21721466,182500,2020-06-26,Marion,2020,6,June
21722935,169900,2020-07-04,Marion,2020,7,July
21715626,170500,2020-06-01,Marion,2020,6,June
21715636,174900,2020-06-02,Marion,2020,6,June
21716947,175000,2020-06-10,Marion,2020,6,June
21734208,179500,2020-07-10,Marion,2020,7,July
21715184,179900,2020-06-05,Marion,2020,6,June
21721025,170000,2020-06-24,Marion,2020,6,June
21716020,185000,2020-06-05,Marion,2020,6,June
21723062,169900,2020-07-14,Marion,2020,7,July
21724604,178000,2020-07-21,Marion,2020,7,July
21720916,175000,2020-07-02,Marion,2020,7,July
21719478,175000,2020-06-18,Marion,2020,6,June
21705043,179900,2020-06-13,Marion,2020,6,June
21724496,175000,2020-07-16,Marion,2020,7,July
21723431,190000,2020-07-07,Marion,2020,7,July
21723697,194000,2020-07-13,Marion,2020,7,July
21715275,177000,2020-06-02,Marion,2020,6,June
21715786,199900,2020-06-04,Marion,2020,6,June
21716985,187900,2020-06-09,Marion,2020,6,June
21718953,199900,2020-06-14,Marion,2020,6,June
21716839,189000,2020-06-08,Marion,2020,6,June
21721298,190000,2020-06-25,Marion,2020,6,June
21716954,197000,2020-06-09,Marion,2020,6,June
21720195,185000,2020-06-20,Marion,2020,6,June
21724336,185000,2020-07-12,Marion,2020,7,July
21718693,185000,2020-07-01,Marion,2020,7,July
21727760,204000,2020-07-23,Marion,2020,7,July
21716212,187000,2020-06-05,Marion,2020,6,June
21724840,210000,2020-07-16,Marion,2020,7,July
21715964,200000,2020-06-12,Marion,2020,6,June
21727738,209900,2020-07-24,Marion,2020,7,July
21718271,205000,2020-06-10,Marion,2020,6,June
21719213,215000,2020-06-16,Marion,2020,6,June
21720665,199500,2020-06-23,Marion,2020,6,June
21716649,180000,2020-06-08,Marion,2020,6,June
21729350,222500,2020-07-19,Marion,2020,7,July
21720803,225000,2020-06-26,Marion,2020,6,June
21726330,224900,2020-07-23,Marion,2020,7,July
21724082,224900,2020-07-10,Marion,2020,7,July
21721092,226000,2020-06-24,Marion,2020,6,June
21718960,235000,2020-06-18,Marion,2020,6,June
21723727,235000,2020-07-09,Marion,2020,7,July
21719095,244900,2020-06-16,Marion,2020,6,June
21724676,245000,2020-07-15,Marion,2020,7,July
21723852,229900,2020-07-09,Marion,2020,7,July
21729385,264900,2020-08-01,Marion,2020,8,August
21722150,284900,2020-07-02,Marion,2020,7,July
21719964,282900,2020-06-18,Marion,2020,6,June
21724090,299999,2020-07-10,Marion,2020,7,July
21725504,29900,2020-07-17,Marion,2020,7,July
21732219,31900,2020-08-17,Marion,2020,8,August
21725837,34900,2020-07-20,Marion,2020,7,July
21721663,44500,2020-06-27,Marion,2020,6,June
21718784,43000,2020-06-12,Marion,2020,6,June
21725785,45000,2020-07-19,Marion,2020,7,July
21719989,55000,2020-06-22,Marion,2020,6,June
21722538,57900,2020-07-01,Marion,2020,7,July
21716800,79900,2020-06-08,Marion,2020,6,June
21729004,64490,2020-07-30,Marion,2020,7,July
21721226,74900,2020-06-24,Marion,2020,6,June
21729127,74900,2020-07-30,Marion,2020,7,July
21723183,85000,2020-07-20,Marion,2020,7,July
21720758,75000,2020-06-25,Marion,2020,6,June
21729026,79900,2020-07-31,Marion,2020,7,July
21723070,90000,2020-07-06,Marion,2020,7,July
21732731,87900,2020-08-19,Marion,2020,8,August
21721557,114900,2020-06-26,Marion,2020,6,June
21717064,125000,2020-06-16,Marion,2020,6,June
21722232,129900,2020-06-28,Marion,2020,6,June
21728702,135000,2020-07-30,Marion,2020,7,July
21719129,140000,2020-07-23,Marion,2020,7,July
21723570,145500,2020-07-09,Marion,2020,7,July
21720868,179900,2020-06-24,Marion,2020,6,June
21715592,275000,2020-06-04,Marion,2020,6,June
21719039,309900,2020-06-15,Marion,2020,6,June
21729050,335000,2020-07-29,Marion,2020,7,July
21720502,385000,2020-06-22,Marion,2020,6,June
21722562,80000,2020-07-02,Marion,2020,7,July
21725197,19500,2020-07-15,Marion,2020,7,July
21716600,23500,2020-06-07,Marion,2020,6,June
21721848,28500,2020-06-29,Marion,2020,6,June
21720300,22500,2020-06-21,Marion,2020,6,June
21725845,34900,2020-07-20,Marion,2020,7,July
21720302,34900,2020-06-22,Marion,2020,6,June
21725230,33900,2020-07-16,Marion,2020,7,July
21730022,34900,2020-08-05,Marion,2020,8,August
21726435,37000,2020-07-23,Marion,2020,7,July
21723539,35000,2020-07-07,Marion,2020,7,July
21718910,53000,2020-06-16,Marion,2020,6,June
21720314,39900,2020-06-22,Marion,2020,6,June
21720305,43900,2020-06-22,Marion,2020,6,June
21718306,38000,2020-06-10,Marion,2020,6,June
21716065,39900,2020-06-04,Marion,2020,6,June
21716534,44000,2020-06-06,Marion,2020,6,June
21716155,45000,2020-06-04,Marion,2020,6,June
21725756,44900,2020-07-19,Marion,2020,7,July
21721577,39900,2020-06-27,Marion,2020,6,June
21715765,46000,2020-06-02,Marion,2020,6,June
21728873,39000,2020-07-30,Marion,2020,7,July
21725829,47000,2020-07-20,Marion,2020,7,July
21724489,50000,2020-07-13,Marion,2020,7,July
21719211,64900,2020-06-15,Marion,2020,6,June
21719128,55000,2020-07-09,Marion,2020,7,July
21730751,35000,2020-08-06,Marion,2020,8,August
21724945,35000,2020-07-19,Marion,2020,7,July
21715657,55000,2020-06-02,Marion,2020,6,June
21729460,50000,2020-07-30,Marion,2020,7,July
21719835,65000,2020-06-18,Marion,2020,6,June
21728073,63000,2020-07-26,Marion,2020,7,July
21728816,65000,2020-07-29,Marion,2020,7,July
21726494,57000,2020-07-24,Marion,2020,7,July
21724648,67500,2020-07-13,Marion,2020,7,July
21719987,64500,2020-06-22,Marion,2020,6,June
21722302,59900,2020-07-01,Marion,2020,7,July
21723134,68000,2020-07-06,Marion,2020,7,July
21724541,74900,2020-07-13,Marion,2020,7,July
21715515,84000,2020-06-02,Marion,2020,6,June
21720340,62999,2020-06-21,Marion,2020,6,June
21718179,59900,2020-06-10,Marion,2020,6,June
21735260,75000,2020-08-26,Marion,2020,8,August
21716295,85000,2020-06-05,Marion,2020,6,June
21723910,85000,2020-07-09,Marion,2020,7,July
21723669,88000,2020-07-08,Marion,2020,7,July
21716462,78000,2020-06-05,Marion,2020,6,June
21722884,89900,2020-07-03,Marion,2020,7,July
21725213,84900,2020-07-16,Marion,2020,7,July
21723270,89900,2020-07-06,Marion,2020,7,July
21728567,99900,2020-07-27,Marion,2020,7,July
21719090,110000,2020-07-09,Marion,2020,7,July
21732035,99900,2020-08-17,Marion,2020,8,August
21722293,87500,2020-07-02,Marion,2020,7,July
21722471,119900,2020-07-02,Marion,2020,7,July
21723321,105000,2020-07-07,Marion,2020,7,July
21729371,105000,2020-08-03,Marion,2020,8,August
21728327,94900,2020-07-27,Marion,2020,7,July
21721809,112000,2020-06-29,Marion,2020,6,June
21718470,119900,2020-06-11,Marion,2020,6,June
21727857,109900,2020-07-24,Marion,2020,7,July
21716351,130000,2020-06-05,Marion,2020,6,June
21721404,140000,2020-07-01,Marion,2020,7,July
21723815,119900,2020-07-12,Marion,2020,7,July
21715997,125000,2020-06-05,Marion,2020,6,June
21720836,130000,2020-06-25,Marion,2020,6,June
21714983,119900,2020-06-01,Marion,2020,6,June
21729727,145900,2020-08-03,Marion,2020,8,August
21728250,135000,2020-07-28,Marion,2020,7,July
21724243,139900,2020-07-21,Marion,2020,7,July
