GENDER,AGEGRP,DATE,COVID_COUNT,COUNTY_NAME,YEAR,MONTH,DAY,MONTH_NAME
M,40-49,2020-10-08 00:00:00,1,Boone,2020,10,8,October
M,40-49,2020-10-14 00:00:00,1,Boone,2020,10,14,October
M,40-49,2020-10-15 00:00:00,1,Boone,2020,10,15,October
M,40-49,2020-10-18 00:00:00,1,Boone,2020,10,18,October
M,40-49,2020-10-21 00:00:00,1,Boone,2020,10,21,October
M,40-49,2020-10-23 00:00:00,2,Boone,2020,10,23,October
M,40-49,2020-10-25 00:00:00,1,Boone,2020,10,25,October
M,40-49,2020-10-26 00:00:00,1,Boone,2020,10,26,October
M,40-49,2020-10-28 00:00:00,4,Boone,2020,10,28,October
M,40-49,2020-10-29 00:00:00,2,Boone,2020,10,29,October
M,40-49,2020-10-30 00:00:00,1,Boone,2020,10,30,October
M,40-49,2020-10-31 00:00:00,1,Boone,2020,10,31,October
M,40-49,2020-11-01 00:00:00,2,Boone,2020,11,1,November
M,40-49,2020-11-03 00:00:00,8,Boone,2020,11,3,November
M,40-49,2020-11-04 00:00:00,2,Boone,2020,11,4,November
M,40-49,2020-11-05 00:00:00,2,Boone,2020,11,5,November
M,40-49,2020-11-06 00:00:00,2,Boone,2020,11,6,November
M,40-49,2020-11-09 00:00:00,4,Boone,2020,11,9,November
M,40-49,2020-11-10 00:00:00,5,Boone,2020,11,10,November
M,40-49,2020-11-11 00:00:00,9,Boone,2020,11,11,November
M,40-49,2020-11-12 00:00:00,5,Boone,2020,11,12,November
M,40-49,2020-11-13 00:00:00,5,Boone,2020,11,13,November
M,40-49,2020-11-14 00:00:00,3,Boone,2020,11,14,November
M,40-49,2020-11-15 00:00:00,4,Boone,2020,11,15,November
M,40-49,2020-11-16 00:00:00,3,Boone,2020,11,16,November
M,40-49,2020-11-17 00:00:00,4,Boone,2020,11,17,November
M,40-49,2020-11-18 00:00:00,9,Boone,2020,11,18,November
M,40-49,2020-11-19 00:00:00,3,Boone,2020,11,19,November
M,40-49,2020-11-20 00:00:00,14,Boone,2020,11,20,November
M,40-49,2020-11-21 00:00:00,7,Boone,2020,11,21,November
M,40-49,2020-11-22 00:00:00,2,Boone,2020,11,22,November
M,40-49,2020-11-23 00:00:00,3,Boone,2020,11,23,November
M,40-49,2020-11-24 00:00:00,5,Boone,2020,11,24,November
M,40-49,2020-11-25 00:00:00,3,Boone,2020,11,25,November
M,40-49,2020-11-26 00:00:00,7,Boone,2020,11,26,November
M,40-49,2020-11-27 00:00:00,3,Boone,2020,11,27,November
M,40-49,2020-11-28 00:00:00,2,Boone,2020,11,28,November
M,40-49,2020-11-29 00:00:00,6,Boone,2020,11,29,November
M,40-49,2020-11-30 00:00:00,3,Boone,2020,11,30,November
M,40-49,2020-12-01 00:00:00,7,Boone,2020,12,1,December
M,40-49,2020-12-02 00:00:00,8,Boone,2020,12,2,December
M,40-49,2020-12-03 00:00:00,6,Boone,2020,12,3,December
M,40-49,2020-12-04 00:00:00,5,Boone,2020,12,4,December
M,40-49,2020-12-05 00:00:00,7,Boone,2020,12,5,December
M,40-49,2020-12-06 00:00:00,2,Boone,2020,12,6,December
M,40-49,2020-12-07 00:00:00,7,Boone,2020,12,7,December
M,40-49,2020-12-08 00:00:00,2,Boone,2020,12,8,December
M,40-49,2020-12-09 00:00:00,4,Boone,2020,12,9,December
M,40-49,2020-12-10 00:00:00,8,Boone,2020,12,10,December
M,40-49,2020-12-11 00:00:00,3,Boone,2020,12,11,December
M,40-49,2020-12-12 00:00:00,5,Boone,2020,12,12,December
M,40-49,2020-12-13 00:00:00,1,Boone,2020,12,13,December
M,40-49,2020-12-14 00:00:00,4,Boone,2020,12,14,December
M,40-49,2020-12-15 00:00:00,7,Boone,2020,12,15,December
M,40-49,2020-12-16 00:00:00,7,Boone,2020,12,16,December
M,40-49,2020-12-17 00:00:00,6,Boone,2020,12,17,December
M,40-49,2020-12-18 00:00:00,8,Boone,2020,12,18,December
M,40-49,2020-12-19 00:00:00,7,Boone,2020,12,19,December
M,40-49,2020-12-20 00:00:00,1,Boone,2020,12,20,December
M,40-49,2020-12-21 00:00:00,9,Boone,2020,12,21,December
M,40-49,2020-12-22 00:00:00,9,Boone,2020,12,22,December
M,40-49,2020-12-23 00:00:00,5,Boone,2020,12,23,December
M,40-49,2020-12-24 00:00:00,7,Boone,2020,12,24,December
M,40-49,2020-12-25 00:00:00,5,Boone,2020,12,25,December
M,40-49,2020-12-26 00:00:00,3,Boone,2020,12,26,December
M,40-49,2020-12-27 00:00:00,3,Boone,2020,12,27,December
M,40-49,2020-12-28 00:00:00,2,Boone,2020,12,28,December
M,40-49,2020-12-29 00:00:00,5,Boone,2020,12,29,December
M,40-49,2020-12-30 00:00:00,6,Boone,2020,12,30,December
M,40-49,2020-12-31 00:00:00,6,Boone,2020,12,31,December
M,40-49,2021-01-01 00:00:00,10,Boone,2021,1,1,January
M,40-49,2021-01-02 00:00:00,4,Boone,2021,1,2,January
M,40-49,2021-01-03 00:00:00,2,Boone,2021,1,3,January
M,40-49,2021-01-04 00:00:00,3,Boone,2021,1,4,January
M,40-49,2021-01-05 00:00:00,2,Boone,2021,1,5,January
M,40-49,2021-01-06 00:00:00,11,Boone,2021,1,6,January
M,40-49,2021-01-07 00:00:00,3,Boone,2021,1,7,January
M,40-49,2021-01-08 00:00:00,7,Boone,2021,1,8,January
M,40-49,2021-01-09 00:00:00,2,Boone,2021,1,9,January
M,40-49,2021-01-10 00:00:00,10,Boone,2021,1,10,January
M,40-49,2021-01-11 00:00:00,3,Boone,2021,1,11,January
M,40-49,2021-01-12 00:00:00,1,Boone,2021,1,12,January
M,40-49,2021-01-13 00:00:00,1,Boone,2021,1,13,January
M,40-49,2021-01-14 00:00:00,4,Boone,2021,1,14,January
M,40-49,2021-01-15 00:00:00,3,Boone,2021,1,15,January
M,40-49,2021-01-16 00:00:00,4,Boone,2021,1,16,January
M,40-49,2021-01-17 00:00:00,2,Boone,2021,1,17,January
M,40-49,2021-01-18 00:00:00,4,Boone,2021,1,18,January
M,40-49,2021-01-19 00:00:00,5,Boone,2021,1,19,January
M,40-49,2021-01-21 00:00:00,4,Boone,2021,1,21,January
M,50-59,2020-03-25 00:00:00,1,Boone,2020,3,25,March
M,50-59,2020-03-28 00:00:00,1,Boone,2020,3,28,March
M,50-59,2020-03-29 00:00:00,1,Boone,2020,3,29,March
M,50-59,2020-03-31 00:00:00,1,Boone,2020,3,31,March
M,50-59,2020-04-02 00:00:00,2,Boone,2020,4,2,April
M,50-59,2020-04-06 00:00:00,2,Boone,2020,4,6,April
M,50-59,2020-04-07 00:00:00,1,Boone,2020,4,7,April
M,50-59,2020-04-10 00:00:00,1,Boone,2020,4,10,April
M,50-59,2020-04-13 00:00:00,1,Boone,2020,4,13,April
M,50-59,2020-04-15 00:00:00,2,Boone,2020,4,15,April
M,50-59,2020-04-18 00:00:00,1,Boone,2020,4,18,April
M,50-59,2020-04-20 00:00:00,1,Boone,2020,4,20,April
M,50-59,2020-04-21 00:00:00,1,Boone,2020,4,21,April
M,50-59,2020-04-23 00:00:00,1,Boone,2020,4,23,April
M,50-59,2020-05-01 00:00:00,2,Boone,2020,5,1,May
M,50-59,2020-05-04 00:00:00,1,Boone,2020,5,4,May
M,50-59,2020-05-08 00:00:00,1,Boone,2020,5,8,May
M,50-59,2020-05-13 00:00:00,1,Boone,2020,5,13,May
M,50-59,2020-05-26 00:00:00,1,Boone,2020,5,26,May
M,50-59,2020-06-06 00:00:00,1,Boone,2020,6,6,June
M,50-59,2020-06-14 00:00:00,1,Boone,2020,6,14,June
M,50-59,2020-06-17 00:00:00,1,Boone,2020,6,17,June
M,50-59,2020-06-25 00:00:00,1,Boone,2020,6,25,June
M,50-59,2020-07-04 00:00:00,1,Boone,2020,7,4,July
M,50-59,2020-07-06 00:00:00,1,Boone,2020,7,6,July
M,50-59,2020-07-07 00:00:00,1,Boone,2020,7,7,July
M,50-59,2020-07-09 00:00:00,1,Boone,2020,7,9,July
M,50-59,2020-07-10 00:00:00,1,Boone,2020,7,10,July
M,50-59,2020-07-13 00:00:00,1,Boone,2020,7,13,July
M,50-59,2020-07-16 00:00:00,2,Boone,2020,7,16,July
M,50-59,2020-07-18 00:00:00,1,Boone,2020,7,18,July
M,50-59,2020-07-23 00:00:00,1,Boone,2020,7,23,July
M,50-59,2020-07-27 00:00:00,1,Boone,2020,7,27,July
M,50-59,2020-07-29 00:00:00,1,Boone,2020,7,29,July
M,50-59,2020-07-31 00:00:00,1,Boone,2020,7,31,July
M,50-59,2020-08-02 00:00:00,1,Boone,2020,8,2,August
M,50-59,2020-08-06 00:00:00,1,Boone,2020,8,6,August
M,50-59,2020-08-07 00:00:00,1,Boone,2020,8,7,August
M,50-59,2020-08-11 00:00:00,1,Boone,2020,8,11,August
M,50-59,2020-08-13 00:00:00,1,Boone,2020,8,13,August
M,50-59,2020-08-16 00:00:00,2,Boone,2020,8,16,August
M,50-59,2020-08-19 00:00:00,1,Boone,2020,8,19,August
M,50-59,2020-08-20 00:00:00,2,Boone,2020,8,20,August
M,50-59,2020-08-25 00:00:00,2,Boone,2020,8,25,August
M,50-59,2020-08-26 00:00:00,1,Boone,2020,8,26,August
M,50-59,2020-08-28 00:00:00,1,Boone,2020,8,28,August
M,50-59,2020-08-30 00:00:00,1,Boone,2020,8,30,August
M,50-59,2020-09-02 00:00:00,1,Boone,2020,9,2,September
M,50-59,2020-09-06 00:00:00,1,Boone,2020,9,6,September
M,50-59,2020-09-10 00:00:00,1,Boone,2020,9,10,September
M,50-59,2020-09-13 00:00:00,1,Boone,2020,9,13,September
M,50-59,2020-09-17 00:00:00,1,Boone,2020,9,17,September
M,50-59,2020-09-18 00:00:00,1,Boone,2020,9,18,September
M,50-59,2020-09-21 00:00:00,1,Boone,2020,9,21,September
M,50-59,2020-09-22 00:00:00,1,Boone,2020,9,22,September
M,50-59,2020-09-24 00:00:00,2,Boone,2020,9,24,September
M,50-59,2020-09-28 00:00:00,1,Boone,2020,9,28,September
M,50-59,2020-10-01 00:00:00,3,Boone,2020,10,1,October
M,50-59,2020-10-02 00:00:00,1,Boone,2020,10,2,October
M,50-59,2020-10-03 00:00:00,1,Boone,2020,10,3,October
M,50-59,2020-10-07 00:00:00,1,Boone,2020,10,7,October
M,50-59,2020-10-09 00:00:00,1,Boone,2020,10,9,October
M,50-59,2020-10-10 00:00:00,1,Boone,2020,10,10,October
M,50-59,2020-10-12 00:00:00,1,Boone,2020,10,12,October
M,50-59,2020-10-13 00:00:00,1,Boone,2020,10,13,October
M,50-59,2020-10-14 00:00:00,1,Boone,2020,10,14,October
M,50-59,2020-10-16 00:00:00,1,Boone,2020,10,16,October
M,50-59,2020-10-19 00:00:00,1,Boone,2020,10,19,October
M,50-59,2020-10-20 00:00:00,1,Boone,2020,10,20,October
M,50-59,2020-10-21 00:00:00,3,Boone,2020,10,21,October
M,50-59,2020-10-22 00:00:00,2,Boone,2020,10,22,October
M,50-59,2020-10-23 00:00:00,1,Boone,2020,10,23,October
M,50-59,2020-10-25 00:00:00,1,Boone,2020,10,25,October
M,50-59,2020-10-26 00:00:00,2,Boone,2020,10,26,October
M,50-59,2020-10-27 00:00:00,2,Boone,2020,10,27,October
M,50-59,2020-10-28 00:00:00,1,Boone,2020,10,28,October
M,50-59,2020-10-29 00:00:00,5,Boone,2020,10,29,October
M,50-59,2020-10-30 00:00:00,2,Boone,2020,10,30,October
M,50-59,2020-11-01 00:00:00,3,Boone,2020,11,1,November
M,50-59,2020-11-03 00:00:00,6,Boone,2020,11,3,November
M,50-59,2020-11-04 00:00:00,4,Boone,2020,11,4,November
M,50-59,2020-11-05 00:00:00,1,Boone,2020,11,5,November
M,50-59,2020-11-06 00:00:00,5,Boone,2020,11,6,November
M,50-59,2020-11-07 00:00:00,3,Boone,2020,11,7,November
M,50-59,2020-11-08 00:00:00,2,Boone,2020,11,8,November
M,50-59,2020-11-09 00:00:00,2,Boone,2020,11,9,November
M,50-59,2020-11-10 00:00:00,6,Boone,2020,11,10,November
M,50-59,2020-11-11 00:00:00,5,Boone,2020,11,11,November
M,50-59,2020-11-12 00:00:00,4,Boone,2020,11,12,November
M,50-59,2020-11-13 00:00:00,4,Boone,2020,11,13,November
M,50-59,2020-11-14 00:00:00,2,Boone,2020,11,14,November
M,50-59,2020-11-15 00:00:00,7,Boone,2020,11,15,November
M,50-59,2020-11-16 00:00:00,2,Boone,2020,11,16,November
M,50-59,2020-11-17 00:00:00,2,Boone,2020,11,17,November
M,50-59,2020-11-18 00:00:00,6,Boone,2020,11,18,November
M,50-59,2020-11-19 00:00:00,4,Boone,2020,11,19,November
M,50-59,2020-11-20 00:00:00,4,Boone,2020,11,20,November
M,50-59,2020-11-21 00:00:00,1,Boone,2020,11,21,November
M,50-59,2020-11-22 00:00:00,1,Boone,2020,11,22,November
M,50-59,2020-11-23 00:00:00,8,Boone,2020,11,23,November
M,50-59,2020-11-24 00:00:00,7,Boone,2020,11,24,November
M,50-59,2020-11-25 00:00:00,3,Boone,2020,11,25,November
M,50-59,2020-11-26 00:00:00,2,Boone,2020,11,26,November
M,50-59,2020-11-27 00:00:00,3,Boone,2020,11,27,November
M,50-59,2020-11-28 00:00:00,2,Boone,2020,11,28,November
M,50-59,2020-11-29 00:00:00,3,Boone,2020,11,29,November
M,50-59,2020-11-30 00:00:00,3,Boone,2020,11,30,November
M,50-59,2020-12-01 00:00:00,2,Boone,2020,12,1,December
M,50-59,2020-12-02 00:00:00,5,Boone,2020,12,2,December
M,50-59,2020-12-03 00:00:00,5,Boone,2020,12,3,December
M,50-59,2020-12-04 00:00:00,1,Boone,2020,12,4,December
M,50-59,2020-12-05 00:00:00,4,Boone,2020,12,5,December
M,50-59,2020-12-06 00:00:00,7,Boone,2020,12,6,December
M,50-59,2020-12-07 00:00:00,3,Boone,2020,12,7,December
M,50-59,2020-12-08 00:00:00,7,Boone,2020,12,8,December
M,50-59,2020-12-09 00:00:00,2,Boone,2020,12,9,December
M,50-59,2020-12-10 00:00:00,4,Boone,2020,12,10,December
M,50-59,2020-12-11 00:00:00,11,Boone,2020,12,11,December
M,50-59,2020-12-12 00:00:00,3,Boone,2020,12,12,December
M,50-59,2020-12-13 00:00:00,2,Boone,2020,12,13,December
M,50-59,2020-12-14 00:00:00,3,Boone,2020,12,14,December
M,50-59,2020-12-15 00:00:00,3,Boone,2020,12,15,December
M,50-59,2020-12-16 00:00:00,9,Boone,2020,12,16,December
M,50-59,2020-12-17 00:00:00,4,Boone,2020,12,17,December
M,50-59,2020-12-18 00:00:00,4,Boone,2020,12,18,December
M,50-59,2020-12-19 00:00:00,5,Boone,2020,12,19,December
M,50-59,2020-12-20 00:00:00,4,Boone,2020,12,20,December
M,50-59,2020-12-21 00:00:00,9,Boone,2020,12,21,December
M,50-59,2020-12-22 00:00:00,6,Boone,2020,12,22,December
M,50-59,2020-12-23 00:00:00,4,Boone,2020,12,23,December
M,50-59,2020-12-25 00:00:00,1,Boone,2020,12,25,December
M,50-59,2020-12-26 00:00:00,1,Boone,2020,12,26,December
M,50-59,2020-12-27 00:00:00,2,Boone,2020,12,27,December
M,50-59,2020-12-28 00:00:00,4,Boone,2020,12,28,December
M,50-59,2020-12-29 00:00:00,1,Boone,2020,12,29,December
M,50-59,2020-12-30 00:00:00,3,Boone,2020,12,30,December
M,50-59,2020-12-31 00:00:00,7,Boone,2020,12,31,December
M,50-59,2021-01-01 00:00:00,7,Boone,2021,1,1,January
M,50-59,2021-01-02 00:00:00,1,Boone,2021,1,2,January
M,50-59,2021-01-04 00:00:00,6,Boone,2021,1,4,January
M,50-59,2021-01-05 00:00:00,3,Boone,2021,1,5,January
M,50-59,2021-01-06 00:00:00,6,Boone,2021,1,6,January
M,50-59,2021-01-07 00:00:00,3,Boone,2021,1,7,January
M,50-59,2021-01-08 00:00:00,6,Boone,2021,1,8,January
M,50-59,2021-01-09 00:00:00,4,Boone,2021,1,9,January
M,50-59,2021-01-11 00:00:00,3,Boone,2021,1,11,January
M,50-59,2021-01-13 00:00:00,1,Boone,2021,1,13,January
M,50-59,2021-01-14 00:00:00,3,Boone,2021,1,14,January
M,50-59,2021-01-15 00:00:00,3,Boone,2021,1,15,January
M,50-59,2021-01-16 00:00:00,3,Boone,2021,1,16,January
M,50-59,2021-01-17 00:00:00,5,Boone,2021,1,17,January
M,50-59,2021-01-18 00:00:00,2,Boone,2021,1,18,January
M,50-59,2021-01-19 00:00:00,2,Boone,2021,1,19,January
M,50-59,2021-01-20 00:00:00,2,Boone,2021,1,20,January
M,50-59,2021-01-21 00:00:00,6,Boone,2021,1,21,January
M,60-69,2020-03-27 00:00:00,1,Boone,2020,3,27,March
M,60-69,2020-03-28 00:00:00,2,Boone,2020,3,28,March
M,60-69,2020-04-01 00:00:00,1,Boone,2020,4,1,April
M,60-69,2020-04-04 00:00:00,1,Boone,2020,4,4,April
M,60-69,2020-04-06 00:00:00,1,Boone,2020,4,6,April
M,60-69,2020-04-09 00:00:00,1,Boone,2020,4,9,April
M,60-69,2020-04-10 00:00:00,3,Boone,2020,4,10,April
M,60-69,2020-04-13 00:00:00,1,Boone,2020,4,13,April
M,60-69,2020-04-14 00:00:00,1,Boone,2020,4,14,April
M,60-69,2020-04-16 00:00:00,1,Boone,2020,4,16,April
M,60-69,2020-04-27 00:00:00,1,Boone,2020,4,27,April
M,60-69,2020-05-01 00:00:00,1,Boone,2020,5,1,May
M,60-69,2020-05-06 00:00:00,1,Boone,2020,5,6,May
M,60-69,2020-05-10 00:00:00,1,Boone,2020,5,10,May
M,60-69,2020-05-11 00:00:00,1,Boone,2020,5,11,May
M,60-69,2020-05-13 00:00:00,2,Boone,2020,5,13,May
M,60-69,2020-05-17 00:00:00,1,Boone,2020,5,17,May
M,60-69,2020-05-22 00:00:00,1,Boone,2020,5,22,May
M,60-69,2020-05-23 00:00:00,1,Boone,2020,5,23,May
M,60-69,2020-05-27 00:00:00,1,Boone,2020,5,27,May
M,60-69,2020-05-28 00:00:00,1,Boone,2020,5,28,May
M,60-69,2020-06-04 00:00:00,1,Boone,2020,6,4,June
M,60-69,2020-06-11 00:00:00,1,Boone,2020,6,11,June
M,60-69,2020-06-21 00:00:00,1,Boone,2020,6,21,June
M,60-69,2020-06-29 00:00:00,1,Boone,2020,6,29,June
M,60-69,2020-07-01 00:00:00,3,Boone,2020,7,1,July
M,60-69,2020-07-04 00:00:00,1,Boone,2020,7,4,July
M,60-69,2020-07-05 00:00:00,1,Boone,2020,7,5,July
M,60-69,2020-07-07 00:00:00,1,Boone,2020,7,7,July
M,60-69,2020-07-09 00:00:00,1,Boone,2020,7,9,July
M,60-69,2020-07-22 00:00:00,1,Boone,2020,7,22,July
M,60-69,2020-07-24 00:00:00,1,Boone,2020,7,24,July
M,60-69,2020-07-26 00:00:00,1,Boone,2020,7,26,July
M,60-69,2020-07-28 00:00:00,1,Boone,2020,7,28,July
M,60-69,2020-07-31 00:00:00,1,Boone,2020,7,31,July
M,60-69,2020-08-02 00:00:00,2,Boone,2020,8,2,August
M,60-69,2020-08-03 00:00:00,1,Boone,2020,8,3,August
M,60-69,2020-08-12 00:00:00,1,Boone,2020,8,12,August
M,60-69,2020-08-15 00:00:00,1,Boone,2020,8,15,August
M,60-69,2020-08-20 00:00:00,1,Boone,2020,8,20,August
M,60-69,2020-09-01 00:00:00,1,Boone,2020,9,1,September
M,60-69,2020-09-04 00:00:00,1,Boone,2020,9,4,September
M,60-69,2020-09-26 00:00:00,1,Boone,2020,9,26,September
M,60-69,2020-09-30 00:00:00,1,Boone,2020,9,30,September
M,60-69,2020-10-06 00:00:00,1,Boone,2020,10,6,October
M,60-69,2020-10-10 00:00:00,1,Boone,2020,10,10,October
M,60-69,2020-10-11 00:00:00,1,Boone,2020,10,11,October
M,60-69,2020-10-13 00:00:00,1,Boone,2020,10,13,October
M,60-69,2020-10-14 00:00:00,1,Boone,2020,10,14,October
M,60-69,2020-10-15 00:00:00,1,Boone,2020,10,15,October
M,60-69,2020-10-16 00:00:00,1,Boone,2020,10,16,October
M,60-69,2020-10-17 00:00:00,1,Boone,2020,10,17,October
M,60-69,2020-10-18 00:00:00,1,Boone,2020,10,18,October
M,60-69,2020-10-20 00:00:00,1,Boone,2020,10,20,October
M,60-69,2020-10-21 00:00:00,2,Boone,2020,10,21,October
M,60-69,2020-10-22 00:00:00,2,Boone,2020,10,22,October
M,60-69,2020-10-23 00:00:00,2,Boone,2020,10,23,October
M,60-69,2020-10-26 00:00:00,2,Boone,2020,10,26,October
M,60-69,2020-10-29 00:00:00,1,Boone,2020,10,29,October
M,60-69,2020-10-30 00:00:00,2,Boone,2020,10,30,October
M,60-69,2020-10-31 00:00:00,2,Boone,2020,10,31,October
M,60-69,2020-11-01 00:00:00,3,Boone,2020,11,1,November
M,60-69,2020-11-02 00:00:00,2,Boone,2020,11,2,November
M,60-69,2020-11-03 00:00:00,1,Boone,2020,11,3,November
M,60-69,2020-11-04 00:00:00,3,Boone,2020,11,4,November
M,60-69,2020-11-05 00:00:00,2,Boone,2020,11,5,November
M,60-69,2020-11-06 00:00:00,4,Boone,2020,11,6,November
M,60-69,2020-11-07 00:00:00,2,Boone,2020,11,7,November
M,60-69,2020-11-10 00:00:00,3,Boone,2020,11,10,November
M,60-69,2020-11-11 00:00:00,2,Boone,2020,11,11,November
M,60-69,2020-11-12 00:00:00,4,Boone,2020,11,12,November
M,60-69,2020-11-13 00:00:00,1,Boone,2020,11,13,November
M,60-69,2020-11-14 00:00:00,1,Boone,2020,11,14,November
M,60-69,2020-11-15 00:00:00,1,Boone,2020,11,15,November
M,60-69,2020-11-16 00:00:00,1,Boone,2020,11,16,November
M,60-69,2020-11-17 00:00:00,1,Boone,2020,11,17,November
M,60-69,2020-11-18 00:00:00,4,Boone,2020,11,18,November
M,60-69,2020-11-19 00:00:00,3,Boone,2020,11,19,November
M,60-69,2020-11-20 00:00:00,7,Boone,2020,11,20,November
M,60-69,2020-11-21 00:00:00,1,Boone,2020,11,21,November
M,60-69,2020-11-22 00:00:00,3,Boone,2020,11,22,November
M,60-69,2020-11-23 00:00:00,3,Boone,2020,11,23,November
M,60-69,2020-11-24 00:00:00,3,Boone,2020,11,24,November
M,60-69,2020-11-25 00:00:00,2,Boone,2020,11,25,November
M,60-69,2020-11-26 00:00:00,8,Boone,2020,11,26,November
M,60-69,2020-11-27 00:00:00,2,Boone,2020,11,27,November
M,60-69,2020-11-28 00:00:00,2,Boone,2020,11,28,November
M,60-69,2020-11-29 00:00:00,3,Boone,2020,11,29,November
M,60-69,2020-11-30 00:00:00,2,Boone,2020,11,30,November
M,60-69,2020-12-01 00:00:00,1,Boone,2020,12,1,December
M,60-69,2020-12-02 00:00:00,2,Boone,2020,12,2,December
M,60-69,2020-12-03 00:00:00,2,Boone,2020,12,3,December
M,60-69,2020-12-04 00:00:00,2,Boone,2020,12,4,December
M,60-69,2020-12-05 00:00:00,6,Boone,2020,12,5,December
M,60-69,2020-12-06 00:00:00,4,Boone,2020,12,6,December
M,60-69,2020-12-07 00:00:00,4,Boone,2020,12,7,December
M,60-69,2020-12-08 00:00:00,1,Boone,2020,12,8,December
M,60-69,2020-12-09 00:00:00,4,Boone,2020,12,9,December
M,60-69,2020-12-10 00:00:00,5,Boone,2020,12,10,December
M,60-69,2020-12-11 00:00:00,2,Boone,2020,12,11,December
M,60-69,2020-12-12 00:00:00,4,Boone,2020,12,12,December
M,60-69,2020-12-13 00:00:00,2,Boone,2020,12,13,December
M,60-69,2020-12-14 00:00:00,1,Boone,2020,12,14,December
M,60-69,2020-12-15 00:00:00,5,Boone,2020,12,15,December
M,60-69,2020-12-16 00:00:00,5,Boone,2020,12,16,December
M,60-69,2020-12-17 00:00:00,3,Boone,2020,12,17,December
M,60-69,2020-12-18 00:00:00,1,Boone,2020,12,18,December
M,60-69,2020-12-19 00:00:00,1,Boone,2020,12,19,December
M,60-69,2020-12-20 00:00:00,5,Boone,2020,12,20,December
M,60-69,2020-12-21 00:00:00,2,Boone,2020,12,21,December
M,60-69,2020-12-22 00:00:00,4,Boone,2020,12,22,December
M,60-69,2020-12-23 00:00:00,4,Boone,2020,12,23,December
M,60-69,2020-12-24 00:00:00,2,Boone,2020,12,24,December
M,60-69,2020-12-25 00:00:00,2,Boone,2020,12,25,December
M,60-69,2020-12-28 00:00:00,3,Boone,2020,12,28,December
M,60-69,2020-12-29 00:00:00,4,Boone,2020,12,29,December
M,60-69,2020-12-30 00:00:00,2,Boone,2020,12,30,December
M,60-69,2020-12-31 00:00:00,5,Boone,2020,12,31,December
M,60-69,2021-01-01 00:00:00,8,Boone,2021,1,1,January
M,60-69,2021-01-02 00:00:00,2,Boone,2021,1,2,January
M,60-69,2021-01-04 00:00:00,3,Boone,2021,1,4,January
M,60-69,2021-01-05 00:00:00,1,Boone,2021,1,5,January
M,60-69,2021-01-06 00:00:00,2,Boone,2021,1,6,January
M,60-69,2021-01-07 00:00:00,4,Boone,2021,1,7,January
M,60-69,2021-01-08 00:00:00,2,Boone,2021,1,8,January
M,60-69,2021-01-09 00:00:00,2,Boone,2021,1,9,January
M,60-69,2021-01-10 00:00:00,2,Boone,2021,1,10,January
M,60-69,2021-01-11 00:00:00,1,Boone,2021,1,11,January
M,60-69,2021-01-12 00:00:00,4,Boone,2021,1,12,January
M,60-69,2021-01-13 00:00:00,1,Boone,2021,1,13,January
M,60-69,2021-01-16 00:00:00,2,Boone,2021,1,16,January
M,60-69,2021-01-17 00:00:00,1,Boone,2021,1,17,January
M,60-69,2021-01-18 00:00:00,1,Boone,2021,1,18,January
M,60-69,2021-01-19 00:00:00,1,Boone,2021,1,19,January
M,60-69,2021-01-20 00:00:00,1,Boone,2021,1,20,January
M,60-69,2021-01-21 00:00:00,2,Boone,2021,1,21,January
M,70-79,2020-04-02 00:00:00,1,Boone,2020,4,2,April
M,70-79,2020-04-05 00:00:00,1,Boone,2020,4,5,April
M,70-79,2020-04-08 00:00:00,1,Boone,2020,4,8,April
M,70-79,2020-04-09 00:00:00,1,Boone,2020,4,9,April
M,70-79,2020-04-10 00:00:00,2,Boone,2020,4,10,April
M,70-79,2020-04-11 00:00:00,1,Boone,2020,4,11,April
M,70-79,2020-04-13 00:00:00,1,Boone,2020,4,13,April
M,70-79,2020-04-14 00:00:00,1,Boone,2020,4,14,April
M,70-79,2020-04-29 00:00:00,1,Boone,2020,4,29,April
M,70-79,2020-05-01 00:00:00,2,Boone,2020,5,1,May
M,70-79,2020-05-04 00:00:00,1,Boone,2020,5,4,May
M,70-79,2020-05-11 00:00:00,1,Boone,2020,5,11,May
M,70-79,2020-05-13 00:00:00,1,Boone,2020,5,13,May
M,70-79,2020-05-28 00:00:00,1,Boone,2020,5,28,May
M,70-79,2020-06-17 00:00:00,1,Boone,2020,6,17,June
M,70-79,2020-07-02 00:00:00,1,Boone,2020,7,2,July
M,70-79,2020-08-03 00:00:00,1,Boone,2020,8,3,August
M,70-79,2020-08-06 00:00:00,1,Boone,2020,8,6,August
M,70-79,2020-08-12 00:00:00,1,Boone,2020,8,12,August
M,70-79,2020-09-03 00:00:00,1,Boone,2020,9,3,September
M,70-79,2020-10-06 00:00:00,1,Boone,2020,10,6,October
M,70-79,2020-10-07 00:00:00,1,Boone,2020,10,7,October
M,70-79,2020-10-08 00:00:00,2,Boone,2020,10,8,October
M,70-79,2020-10-09 00:00:00,1,Boone,2020,10,9,October
M,70-79,2020-10-15 00:00:00,2,Boone,2020,10,15,October
M,70-79,2020-10-17 00:00:00,1,Boone,2020,10,17,October
M,70-79,2020-10-18 00:00:00,1,Boone,2020,10,18,October
M,70-79,2020-10-20 00:00:00,1,Boone,2020,10,20,October
M,70-79,2020-10-22 00:00:00,1,Boone,2020,10,22,October
