"","BLC # ","St","P Type","Address","Area","List/MoRnt $","Beds Total","Baths Full","Baths Half","Sch D","Subdivision","# Fireplaces","Lvls","Gar","# of Garage Spaces","Sq Ft Main Upper","Basement","Total Sq Ft","DOM","List Office MLSID"
"1","21646528","Active","SFD","7575 N Illinois St","4903","$799,900","5","4","1","Washington","NORTH MERIDIAN HILLS","2","1HALF","ATTACH","2","3,412","Yes","5,716","484","MCNU01"
"1","21651933","Active","SFD","6639 E 52nd St","4904","$489,000","3","1","0","LawrnceTP","BROOKHAVEN","1","1LEVL","DETATCH","1","936","No","936","356","CORP01"
"1","21664090","Active","SFD","2221 N Leland Ave","4905","$65,000","2","1","0","Ips","EMERSON GARDENS","0","1LEVL","DETATCH","2","840","No","840","515","NOLI01"
"1","21651300","Active","SFD","7309 Parklake Pl","4907","$489,000","3","2","0","PerryTwp","PARK VIEW AT WELLINGTON","0","1LEVL","ATTACH","2","1,240","No","1,240","356","CORP01"
"1","21664092","Active","SFD","1112 W Eugene St","4911","$90,000","3","1","1","Ips","BRADENS","0","1HALF","DETATCH","1","1,884","Yes","1,884","514","NOLI01"
"1","21663247","Active","SFD","3109 E Michigan St","4912","$16,250","0","0","0","Ips","S S RHODES E OHIO","0","2LEVL","NONE","","792","Yes","1,576","523","RNIN01"
"1","21663241","Active","SFD","2709 N Olney St","4912","$16,250","0","0","0","Ips","BRIGHTWOOD","0","2LEVL","NONE","","1,134","Yes","2,268","523","RNIN01"
"1","21663230","Active","SFD","3120 N Olney St","4912","$16,250","0","0","0","Ips","NORTH PLAZA","0","1LEVL","NONE","","768","No","768","490","RNIN01"
"1","21661754","Active","SFD","3532 N Parker Ave","4912","$17,750","0","0","0","Ips","NORTHEASTERN PARK HEIGHTS","0","1LEVL","NONE","","609","Yes","1,218","530","RNIN01"
"1","21656360","Active","SFD","1835 N Rural St","4912","$17,750","3","1","1","Ips","STANDARD LAND","0","1HALF","NONE","","900","Yes","1,620","511","RNIN01"
"1","21660965","Active","SFD","2857 N Gale St","4912","$18,250","0","0","0","Ips","BRIGHTWOOD","0","1HALF","DETATCH","2","720","Yes","1,392","534","RNIN01"
"1","21660860","Active","SFD","3015 Adams St","4912","$22,500","0","0","0","Ips","NO SUBDIVISION","0","1LEVL","NONE","","768","Yes","1,268","495","RNIN01"
"1","21660997","Active","CND","855 N East St Unit#305-B","4912","$387,600","1","1","0","Ips","CHATHAM","0","1LEVL","BUILTIN","1","992","No","992","534","CESC03"
"1","21649761","Active","CND","508 E 20th St","4912","$429,000","3","3","1","Ips","CITIZENS NATIONAL BANK SUB JOHNS","0","3LEVL","ATTACH","2","2,001","No","2,001","540","CESC03"
"1","21660881","Active","CND","877 N East St Unit#206-A","4912","$523,600","2","2","0","Ips","CHATHAM","0","1LEVL","BUILTIN","1","1,358","No","1,358","534","CESC03"
"1","21660981","Active","CND","877 N East St Unit#306-A","4912","$529,600","2","2","0","Ips","CHATHAM","0","1LEVL","BUILTIN","1","1,358","No","1,358","534","CESC03"
"1","21655733","Active","CND","355 E Ohio Street St Unit#307","4912","$535,000","2","2","1","Ips","HUDSON","2","2LEVL","ATTACH","2","1,783","No","1,783","555","EVRR01"
"1","21661097","Active","CND","855 N East St Unit#204-B","4912","$564,900","2","2","0","Ips","CHATHAM","0","1LEVL","BUILTIN","1","1,470","No","1,470","534","CESC03"
"1","21660987","Active","CND","855 N East St Unit#105-B","4912","$567,900","2","2","0","Ips","CHATHAM","0","1LEVL","BUILTIN","1","1,407","No","1,407","534","CESC01"
"1","21661128","Active","CND","877 N East St Unit#208-A","4912","$715,600","3","2","1","Ips","CHATHAM","0","1LEVL","BUILTIN","2","1,793","No","1,793","534","CESC03"
"1","21661021","Active","CND","877 N East St Unit#103-A","4912","$783,600","3","3","0","Ips","CHATHAM","0","1LEVL","BUILTIN","2","1,883","No","1,883","534","CESC03"
"1","21663242","Active","SFD","410 S Temple Ave","4913","$12,750","0","0","0","Ips","NO SUBDIVISION","0","1LEVL","NONE","","1,136","No","1,136","523","RNIN01"
"1","21645444","Active","SFD","1553 Cruft St","4913","$21,500","0","0","0","Ips","NO SUBDIVISION","0","1HALF","NONE","","920","Yes","1,840","598","RNIN01"
"1","21645464","Active","SFD","1399 Hoefgen St","4913","$23,500","0","0","0","Ips","NO SUBDIVISION","0","2LEVL","DETATCH","2","940","Yes","1,880","598","RNIN01"
"1","21662956","Active","SFD","1909 S Talbott St","4913","$205,000","3","2","1","Ips","WEGHORST MADISON AVE","0","2LEVL","DETATCH","2","1,532","No","1,532","516","SULL01"
"1","21662886","Active","SFD","1814 S DELAWARE St","4913","$205,000","3","2","1","Ips","WINDHORST PLACE","0","2LEVL","DETATCH","2","1,539","No","1,539","516","SULL01"
"1","21662745","Active","SFD","20 Iowa St","4913","$205,000","3","2","1","Ips","COOPERS S MERIDIAN ST ADD","0","2LEVL","DETATCH","2","1,539","No","1,539","452","SULL01"
"1","21665284","Active","SFD","1337 Hoyt Ave","4913","$499,900","3","2","1","Ips","SPANN & COS 1ST WOODLAWN ADD","1","2LEVL","ATTACH","2","2,677","No","2,677","511","REDC01"
"1","21650899","S","CND","4250 #5 Village Parkway Cir E Unit#CI","4902","$53,900","2","2","0","PikeTwp","THE VILLAGE AT EAGLE CREEK","1","1LEVL","NONE","","993","No","993","4","WALL01"
"1","21660784","S","CND","7220 Village Parkway Dr Unit#5","4902","$57,500","2","2","0","PikeTwp","THE VILLAGE AT EAGLE CREEK","0","1LEVL","NONE","","993","No","993","1","REDS01"
"1","21629580","S","CND","8272 Woodall Dr Unit#F","4902","$61,000","2","1","1","PikeTwp","CROOKED CREEK CONDOMINIUM","1","1LEVL","ATTACH","1","954","No","954","34","HSIC01"
"1","21606077","S","CND","8316 SOBAX Dr Unit#0","4902","$62,250","3","1","0","PikeTwp","CROOKED CREEK CONDOMINIUM","0","1LEVL","ATTACH","1","1,140","No","1,140","144","BRRL01"
"1","21637157","S","CND","4502 W 47th St","4902","$65,000","2","1","1","PikeTwp","WHITEHALL COMMONS","0","1LEVL","ATTACH","1","1,349","No","1,349","11","CBKA01"
"1","21612583","S","CND","4926 OAKBROOK Ct","4902","$66,000","2","2","0","PikeTwp","VILLAS OF OAKBROOK","1","1LEVL","DETATCH","1","923","No","923","135","ARTE01"
