MLSNumber,NewConstructionYN,PropertyType,PropertySubType,StreetNumberAlpha,StreetName,ListAgentFullName,CoListAgentFullName,OriginalListPrice,ListPrice,ListingContractDate,ExpirationDate,SellingOfficeName,SellingAgentFullName 
21732586,,Residential,Single Fam,,150 West,Mark Dudley,Jeffrey K. Clark,249000,249000,2020-08-18,2020-12-31,"Doc Real Estate, Inc",David L. Jones III
21720776,,Residential,Single Fam,,Murdoch,Arlene Janicki-Raby,,234900,234900,2020-06-25,2020-08-30,RE/MAX Ability Plus,Herbert Rice
21751606,,Residential,Single Fam,,25,Marc Huber,,220000,220000,2020-11-10,2021-05-10,RE/MAX Edge,Benjamin C. Loney
21736068,,Residential,Single Fam,,100,Non-BLC Member,,235000,235000,2020-08-31,2020-09-01,Turnkey Realty of Indiana LLC,Brittany Burke
21735993,,Residential,Single Fam,,Mozart,Joe Bottorff,,239900,239900,2020-08-31,2021-02-28,F.C. Tucker Company,Molly Hadley
21716953,,Residential,Single Fam,,Meridian Springs,Marie Edwards,,224000,236000,2020-06-09,2021-06-30,F.C. Tucker Company,Joseph McDonald
21707467,,Residential,Single Fam,,Boots,Aaron Wheeler,,244990,244990,2020-04-29,2020-12-31,Berkshire Hathaway Home,Joella Hedge
21728797,,Residential,Single Fam,,Geronimo,Michelle Highers,,230000,230000,2020-07-29,2020-08-31,Front Porch Real Estate,Michelle Highers
21673196,,Residential,Single Fam,,Spring Dipper,David Allen,John Deck,250000,239600,2019-10-04,2020-07-31,"Front Porch Real Estate, LLC",Vickie L. Jordan
21742861,,Residential,Single Fam,,Meridian Springs,Marie Edwards,,239381,239381,2020-09-29,2021-09-30,Non-BLC Office,Non-BLC Member
21745325,,Residential,Single Fam,,Valley,Shawn K. Goolsby,,250000,250000,2020-10-11,2021-03-15,ERA Integrity,Daniel Kinnaird
21734119,,Residential,Single Fam,,BITTERSWEET,Sue Mize,,235900,235900,2020-08-21,2021-03-20,The Property Shop of Indiana,Amy Limpus
21717017,,Residential,Single Fam,,Boots,Aaron Wheeler,,249990,249990,2020-06-09,2020-12-31,Non-BLC Office,Non-BLC Member
21746284,,Residential,Single Fam,,Fresno,Marie Edwards,,241570,241570,2020-10-16,2021-10-31,JA Village Realty LLC,Jody Ashley
21696025,,Residential,Single Fam,,Branchside,Roxane Acup,,246000,244900,2020-02-19,2020-08-19,RE/MAX Realty Group,Sue Miller
21743458,,Residential,Single Fam,,Downey,Marie Edwards,,244900,244900,2020-09-30,2021-09-30,F.C. Tucker Company,Virginia Campbell
21714951,,Residential,Single Fam,,Van Buren,Marie Edwards,,244513,244513,2020-05-29,2021-05-31,Non-BLC Office,Non-BLC Member
21716982,,Residential,Single Fam,,Pippin,Ben Grise,,154900,247900,2020-06-09,2020-11-30,Keller Williams Indpls Metro N,Kimberly Loya
21735960,,Residential,Single Fam,,Fresno,Marie Edwards,,245983,245983,2020-08-30,2021-08-31,Berkshire Hathaway Home,Steve Schooler
21739092,,Residential,Single Fam,,New,Rena Swails,Kimberly Wildman,259900,259900,2020-09-23,2021-03-23,"Carpenter, REALTORS®",Don Whitesell
21758264,,Residential,Single Fam,,Van Buren,Marie Edwards,,247526,247526,2020-12-23,2021-12-31,Keller Williams Indpls Metro N,Doug Fredbeck
21740319,,Residential,Single Fam,,Bobtail,Roy Wilson,,254900,254900,2020-09-21,2021-03-19,RE/MAX Realty Group,Michelle Collings
21721006,,Residential,Single Fam,,Main,Kathy Hall,,255000,249900,2020-07-02,2020-12-02,"Carpenter, REALTORS®",Bonnie Piers
21743158,,Residential,Single Fam,,Carson,Marie Edwards,,251900,251900,2020-09-30,2021-09-30,Non-BLC Office,Non-BLC Member
21716674,,Residential,Single Fam,,Sherwood,Dennis Beikman,,249900,249900,2020-06-08,2020-12-31,Highgarden Real Estate,Courtney Watts
21732109,,Residential,Single Fam,,Rosemary,Linda Carpenter,,245000,245000,2020-08-20,2021-02-20,"Snyder Strategy Realty, Inc",Holly Nigh
21727758,,Residential,Single Fam,,Lily,Julie C. Preston,,250000,250000,2020-07-27,2021-01-24,Front Porch Real Estate,Sally A. Wilburn
21726135,,Residential,Single Fam,,Bruner,Angela Miller Brees,,249900,249900,2020-07-21,2020-12-31,F.C. Tucker Company,Will E. Lonnemann
21721124,,Residential,Single Fam,,Bruner,Stacy Maglio,,249999,249999,2020-07-09,2020-09-30,Trueblood Real Estate,Nicholas B. Galvin
21707132,,Residential,Single Fam,,25 West,Mary Carmen De La Vega,,239900,239900,2020-04-27,2021-04-30,"eXp Realty, LLC",Jocelyn Deal
21732626,,Residential,Single Fam,,Van Buren,Marie Edwards,,258000,250148,2020-08-18,2021-08-31,The Cooper Real Estate Group,Patrick Davidson
21730802,,Residential,Single Fam,,Ruby Express,Mark Gill,Nicole Gill,247000,247000,2020-08-09,2021-02-10,"Greene Realty, LLC",Amber D. Greene
21743476,,Residential,Single Fam,,Carson,Marie Edwards,,254900,254900,2020-09-30,2021-09-30,Non-BLC Office,Non-BLC Member
21719717,,Residential,Single Fam,,Wood,Karen Deno,,264900,259900,2020-06-18,2020-12-18,Ferris Property Group,Jeremy Snyder
21707702,,Residential,Condo,,Distinctive,Kathy Hall,,259900,259900,2020-04-30,2021-10-30,RE/MAX Legends Group,Angela Miller Brees
21702221,,Residential,Single Fam,,East,Scott Burdine,,274900,264900,2020-03-25,2021-05-25,Keller Williams Indpls Metro N,Sarah Donaldson
21742178,,Residential,Single Fam,,Bowman,Donette M. Looper,,259900,259900,2020-09-25,2021-09-24,Keller Williams Indy Metro S,Amy Heidelberger
21722287,,Residential,Single Fam,,State,Elizabeth Marks-Strauss,,260000,259000,2020-07-01,2021-01-01,F.C. Tucker Company,Caroline Cinamon
21749495,,Residential,Single Fam,,Hawthorne,Karen A. Deno,,269900,269900,2020-10-28,2021-04-28,F.C. Tucker Company,Dean D. Glascock Jr
21737539,,Residential,Single Fam,,School House,Hellena Robinett,,254900,254900,2020-09-09,2021-03-08,RE/MAX Legends Group,Marcus Jess
21732857,,Residential,Single Fam,,Chapman,Krista Gibson,,264900,264900,2020-09-01,2021-02-28,Keller Williams Indy Metro S,David C. Lucas
21735989,,Residential,Single Fam,,HICKORY,A. Christie Parker,,269900,269900,2020-08-30,2021-03-01,Dena's Place Real Estate Servi,Dena S. White
21715675,,Residential,Condo,,Extraordinary,Sue Mize,,274000,274000,2020-06-05,2020-11-13,"Carpenter, REALTORS®",Sharon K. Bernard
21729256,,Residential,Single Fam,,Patriot,Mark Dudley,,265000,270000,2020-07-30,2021-01-23,Vylla Home,Eddie Rogers
21743584,,Residential,Single Fam,,Downey,Marie Edwards,,271900,271900,2020-09-30,2021-09-30,Keller Williams Indy Metro NE,Michael Bounds
21735693,,Residential,Condo,,Distinctive,Brian McBride,,279900,279900,2020-09-02,2020-12-31,"Sugar Creek Real Estate, LLC",Sheila Moeller
21737918,,Residential,Single Fam,,Boots,Aaron Wheeler,,274990,274990,2020-09-09,2020-12-31,RE/MAX Realty Group,Nicholas Spegal
21725873,,Residential,Condo,,Distinctive,Kimberly E. Stewart,,285000,285000,2020-07-20,2021-07-20,"Carpenter, REALTORS®",Patricia Lumpkin
21710723,,Residential,Single Fam,,150 West,Brian L. Ferguson,,265000,265000,2020-05-18,2020-11-17,Berkshire Hathaway Home,Caolan Hoff
21738476,,Residential,Single Fam,,Boots,Aaron Wheeler,,275835,275835,2020-08-28,2020-12-31,"Front Porch Real Estate, LLC",Karen Neligh
21737266,,Residential,Single Fam,,Boots,Non-BLC Member,,275835,275835,2020-09-05,2020-09-07,"Front Porch Real Estate, LLC",Karen Neligh
21715227,,Residential,Single Fam,,150,Marc Huber,,269900,269900,2020-05-31,2020-10-11,Keller Williams Indy Metro S,Jami Horton
21731547,,Residential,Single Fam,,FOREST,Terry Michael,,325000,320000,2020-08-18,2021-02-15,Front Porch Real Estate,Dakota J. James
21704625,,Residential,Single Fam,,Grant,Mark Dudley,,294500,294500,2020-04-10,2020-10-03,"Front Porch Real Estate, LLC",Lori Ann Meyer
21729799,,Residential,Single Fam,,150 W,Sue Mize,,275000,275000,2020-08-05,2020-12-31,F.C. Tucker Company,Amanda Christians
21720696,,Residential,Single Fam,,Red Oak,Debbie G. Yozipovich,,295000,295000,2020-06-23,2020-12-23,Sargent Realty Group LLC,Bob Sargent
