MLSNumber,NewConstructionYN,PropertyType,PropertySubType,StreetNumberAlpha,StreetName,ListAgentFullName,CoListAgentFullName,OriginalListPrice,ListPrice,ListingContractDate,ExpirationDate,SellingOfficeName,SellingAgentFullName 
21725243,,Residential,Condo,,Virginia,Christi Coffey,Amanda C. Spicer,569900,569900,2020-07-23,,,
21732246,,Residential,Single Fam,,Lexington,Christi Coffey,Amanda C. Spicer,729900,639900,2020-08-21,,,
21731907,,Residential,Single Fam,,17th,Tamara Bozarth,,164900,159900,2020-08-12,,,
21732972,,Residential,Single Fam,,Fawnwood Drive,Maria Dininger,,425000,425000,2020-08-24,,F.C. Tucker Company,Gene Ott
21673085,,Residential,Single Fam,,Heyward,Scott Hackman,,799900,699900,2019-10-08,,CENTURY 21 Scheetz,Robert Wilson
21705974,,Residential,Single Fam,,Cadogan,Derek Eisenberg,,179000,169000,2020-04-20,,CENTURY 21 Scheetz,Derek Johnson
21715487,,Residential,Single Fam,,10235 Pepperidge Dr,Anthony Walton,,170000,170000,2020-06-01,,Walton Realty Group,Anthony Walton
21708867,,Residential,Single Fam,,Royal Oakland,Christopher Schrader,,499900,499900,2020-05-07,,DeFrantz Insur. & Realty Agcy,Lauren Bogan
21700578,,Residential,Single Fam,,75th,Tom McNulty,Pat McNulty,599900,584900,2020-03-17,,F.C. Tucker Company,Derek Manis
21729655,,Residential,Condo,,Wellesley Co,Joshua Welch,Jeffery Welch,69900,69900,2020-08-03,,The Modglin Group,Jeanie Cole
21718958,,Residential,Single Fam,,Routiers,Vicky Hadley,,105000,105000,2020-06-18,,JR Walsh Realty,Clark Rehme
21699367,,Residential,Single Fam,,SATURN,Lisamarie Stonebraker,,119800,119800,2020-03-09,,"Vinebrook Homes, LLC",James C. Goetz
21726389,,Residential,Single Fam,,Wilshire,Eli Skinner,,299900,289900,2020-07-22,,F.C. Tucker Company,Kay Kammeyer
21726207,,Residential,Single Fam,,Silverwood,Marie Edwards,,393096,393096,2020-07-21,,Bina Real Estate,Bina Ahluwalia
21722999,,Residential,Single Fam,,Friendship,Greg Martin,,170000,170000,2020-07-04,,RE/MAX Advanced Realty,Jon Hubner
21731776,,Residential,Single Fam,,Pinebark,Frances Williams,,234780,234780,2020-08-13,,"Carpenter, REALTORS®",Frances Williams
21678680,,Residential,Single Fam,,27th,Bruce Baird,,12000,12000,2019-10-29,,"Renew Indianapolis, Inc.",Bruce R. Baird
21718902,,Residential,Single Fam,,Milburn,John Karamanski,,304000,304000,2020-06-13,,"Carpenter, REALTORS®",Victoria Babb
21672188,,Residential,Single Fam,,Drexel,Bruce Baird,,17500,15750,2019-09-30,,"Renew Indianapolis, Inc.",Bruce R. Baird
21732137,,Residential,Single Fam,,Glenridge,Alesia Brown,,64900,64900,2020-08-15,,Keller Williams Indy Metro S,Stephanie Lines
21724715,,Residential,Single Fam,,Brouse,Priscilla Russell,,69900,69900,2020-07-12,,United Real Estate Indpls,Priscilla Russell
21735246,,Residential,Single Fam,,Eastern,Jay Pearl,Kevin McGauley,149900,149900,2020-08-26,,"eXp Realty, LLC",Jay Pearl
21736209,,Residential,Condo,,East,Larry Gregerson,,793100,793100,2020-08-31,,CENTURY 21 Scheetz,Larry B. Gregerson
21710627,,Residential,Single Fam,,Bradley,Trent Short,,139900,159000,2020-05-16,,F.C. Tucker Company,Ric Williams
21728506,,Residential,Single Fam,,Lasalle,Mina Starsiak,,170000,170000,2020-07-28,,"Carpenter, REALTORS®",Emily L. Humphrey
21728487,,Residential,Single Fam,,Talbott,Mina Starsiak,,325000,325000,2020-07-28,,Plat Collective,Mina Starsiak
21718397,,Residential,Condo,,Commons,Ashley Ann Holden,,30000,30000,2020-06-10,2021-06-10,The Indy Realty Shop,Karen E. Campbell
21679988,,Residential,Condo,,GATEWAY,Jeremy Tritch,,60000,60000,2019-11-06,2020-06-30,F.C. Tucker Company,Jeremy Tritch
21693031,,Residential,Condo,,Cane Ridge,Katelyn Broadus,,49000,36900,2020-02-04,2021-02-02,Keller Williams Indy Metro NE,Katelyn Broadus
21679990,,Residential,Condo,,GATEWAY,Jeremy Tritch,,50000,50000,2019-11-06,2020-06-30,F.C. Tucker Company,Jeremy Tritch
21680007,,Residential,Condo,,GATEWAY,Jeremy Tritch,,70000,70000,2019-11-06,2020-06-30,F.C. Tucker Company,Jeremy Tritch
21680006,,Residential,Condo,,GATEWAY,Jeremy Tritch,,80000,80000,2019-11-06,2020-06-30,F.C. Tucker Company,Jeremy Tritch
21706482,,Residential,Condo,,Oakwood,Jordan Moody,,59900,56500,2020-04-23,2020-10-23,Keller Williams Indy Metro NE,Eric Forney
21716710,,Residential,Single Fam,,Parallel,Claire Anne Aikman,,65000,55000,2020-06-16,2020-10-30,"eXp Realty, LLC",Marcia Souers
21715255,,Residential,Condo,,Village,Ruby D. Simpson,,59900,59900,2020-06-18,2020-12-18,Home Care Realty,Anna Hampton
21711217,,Residential,Condo,,Commons,Ivan Guillen,Zachary Hoereth,65000,65000,2020-05-19,2020-08-19,"Simpson Real Estate, LLC",Ruby D. Simpson
21702594,,Residential,Condo,,Happy,Douglas D. Dilling,Joseph J. Lackner,58900,58900,2020-03-27,2020-08-27,"Front Porch Real Estate, LLC",Veronica J. Ketron
21699356,,Residential,Condo,,Oakbrook,Bobbie Naugle,,69900,66400,2020-03-09,2020-09-30,"The Sanders Group Realty,LLC",Errical Jones
21690166,,Residential,Condo,,Cross Key,Kevin Pickens,,90000,68000,2020-01-20,2020-07-20,F.C. Tucker Company,Brenda L. Cook
21727893,,Residential,Condo,,Village Parkway,Rich Boals,,71000,71000,2020-07-24,2021-07-23,Trueblood Real Estate,Lee Skiles
